-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.011021869243450513,0.03064183672569533,0.03581846695438512,0.0494995286871701,0.05445149014933804,0.06189187528458119,0.07103724883751855,0.07387212915904023,0.07616714106443295,0.08229491619751043,0.08783587699395748,0.09905521867603752,0.11593371584936782,0.13403539297410805,0.15512708625602478,0.17757634971988379
0.0,0.008918040046001975,0.02081459072526072,0.03831990252590857,0.04227653886345876,0.052275331209720194,0.05813909453141353,0.06493480091575392,0.07087889085729406,0.07482062329818981,0.09321365868907487,0.11842623826246435,0.15698702315525384,0.20549569712518637,0.2565484614986131,0.30949859605740043,0.36912827244577284
0.0,0.010585300688976916,0.025607824371679973,0.026979693401742638,0.03949955986691415,0.05253626756409989,0.05772096865638034,0.06523730185113283,0.07973854007327147,0.10668133368679404,0.1544205972166582,0.22088607073553507,0.2927725784387135,0.3711672506787342,0.4354270975987842,0.5027936300545078,0.5635030346668859
0.0005045827688929282,0.002787408381362939,0.02310436475591748,0.0288610110592739,0.04353246960148094,0.04727956349159079,0.056162821644773465,0.07143890061903593,0.1061716822134352,0.16120692024760125,0.24597734777001307,0.33267428038136226,0.4173017497399267,0.5007294650185523,0.5675476301163915,0.6300587677811554,0.6803474262065257
0.0,0.007508114120976459,0.02571472454916955,0.03514966062044256,0.036383626960064655,0.048265337275835575,0.061297403532741344,0.0854323155966181,0.1400967744427567,0.22419142958769725,0.32466224775438624,0.4211952300926666,0.5082036062822379,0.5914359102732987,0.6519893343830896,0.7049504732164954,0.7516189224695344
0.0,0.008012864481128866,0.022092609700907283,0.03170514533463249,0.03970334246035722,0.049791900652445244,0.06316503476850609,0.10077758098197573,0.17540278840437626,0.28147436006484927,0.39187036336436776,0.4884606704201901,0.5804535917348818,0.6528269716008779,0.710556485118821,0.7631467444354217,0.7991667863878993
0.0005045827688929282,0.011481649770059684,0.024069902554728097,0.031856454443909624,0.04065274479085505,0.04950970822591434,0.06667625826319562,0.11801114384329527,0.20823591226319638,0.32990312445889414,0.4464484870839623,0.5417129277731128,0.6290149211859181,0.6978853762397483,0.7544786954740268,0.7982951082527312,0.8337080751565468
0.0,0.005978765925954157,0.025213390603209263,0.02938688884048939,0.04044353870117312,0.04978475251108976,0.07266970018237429,0.1383205754013374,0.24496363296874313,0.3732793722465352,0.4912742559770856,0.5832338208180192,0.66627094363786,0.7333882545832839,0.7870302139542562,0.826306457286956,0.8554498103435348
0.0001958533763645958,0.00903696144830624,0.017531831518284965,0.029843920987322976,0.04167384039690175,0.04891749068181321,0.07793800343571461,0.1530304909979098,0.2768064586462226,0.4062189703718982,0.5237761253891727,0.6173794204286936,0.694477371718533,0.758335315902736,0.8081517955778431,0.8491394268495857,0.8754441670954838
0.0028377755025438445,0.00943936306295872,0.023204622042600015,0.03235442019474678,0.038400560652948966,0.04928472876570209,0.08074177693991172,0.17249422977068762,0.30179919160680696,0.43458067256954197,0.5528975891224741,0.6440430527736702,0.719963297301547,0.7818961021838383,0.825924381550726,0.8625196164527613,0.8892917528032142
0.0,0.0029535124216807877,0.0287701324167254,0.03223127761748742,0.039023109845582576,0.04933967363846181,0.0878386669393229,0.1856538940834208,0.3216610800066027,0.45917049000659227,0.5749647720261598,0.6650077676467789,0.7394175052823814,0.7989122388692955,0.8462827644415779,0.8771160599125967,0.9025099106183074
0.0,0.007596546756137661,0.021870839037155445,0.029569883221590182,0.03991610288269344,0.05571891727796856,0.09500734101064291,0.19987722165449723,0.34358052379967974,0.4812417643806557,0.601703423984204,0.6822148771112937,0.7552856039255592,0.8116474939308918,0.8564979068854238,0.8853957699958599,0.9140664176707376
0.0005045827688929282,0.01033098955360089,0.02731942222578733,0.02651616089175425,0.039678894411076575,0.05494868240816857,0.09885414368435062,0.21607698444598775,0.36484763802649667,0.4997535394364387,0.6157404976230715,0.6973428621697142,0.7695942881352043,0.8237515566175262,0.8669919010282692,0.8975595862371406,0.9236485767929942
0.0,0.00619939464144173,0.02592148674744662,0.030870894556379855,0.03936685939149708,0.05029647812018788,0.1043429469747876,0.232039918764446,0.3767320485334483,0.5147010037375961,0.6302368794725423,0.7104037768985603,0.7827395843798454,0.8353625555655798,0.8759991534361184,0.9057321099559438,0.9263078642861305
0.0,0.008131715310099564,0.027773925662375246,0.03164511445878205,0.035940709973853145,0.05201461770986501,0.11054933579921819,0.24198874898464362,0.3930905992749788,0.5299588675375838,0.64454545166617,0.7222613771889351,0.7922800312280727,0.8428379938638816,0.8826693733847224,0.9121380302453637,0.9343883014523927
0.0,0.010038553760518513,0.02658077820014752,0.029619920607733535,0.040498681420001216,0.053347192782427666,0.11533222077563296,0.2532946717079361,0.40784739591965713,0.544505056817134,0.6548203159032973,0.7324224265238943,0.8008402639389324,0.8514940027702945,0.8886028053708901,0.916003396392777,0.9377845356839672
0.0005045827688929282,0.012063903364738055,0.025865262487954795,0.03235076573919398,0.039445229285126546,0.05754953575092963,0.11962638851101605,0.262470452748581,0.42064820959850013,0.5552920364093058,0.6687321440735168,0.7415415944397863,0.8082998425694347,0.8552499001292491,0.8937879192322431,0.9213048345620041,0.942220880427076
0.0005045827688929282,0.009201350666391876,0.024002260958894385,0.025976851370375014,0.03922886117341331,0.05320838085310589,0.12430957206942377,0.2709079015152243,0.4319708449709683,0.5682549232139305,0.6763512767993355,0.7497198719038163,0.8175585397882735,0.862477769544626,0.9004269799515171,0.9249943269917971,0.9463312680659042
0.0005045827688929282,0.007681388671304008,0.024426154765154397,0.03251669722733186,0.04166508367589264,0.05568720563786789,0.1289076728326764,0.27928497795549845,0.44141863462790343,0.574687999608524,0.6842421888373674,0.7565602444529319,0.8247379685594098,0.8676444981826003,0.9045785885078301,0.9303958286883475,0.9495378725190253
0.0005045827688929282,0.013930648976214825,0.029157396782007353,0.03148022337529536,0.038371119686317054,0.056643049776447386,0.13331054494282757,0.28668140231059647,0.4487483055385001,0.5846628525725874,0.6885755753266459,0.7633040714973829,0.8256525640530611,0.8718263532147861,0.9090755515664473,0.9343962985292175,0.954883008488067
0.0,0.00844947713135017,0.028443231549939788,0.02920453965478445,0.04107059672051256,0.05948573975416366,0.1388479305602613,0.29589826341435577,0.45723913218064927,0.5937271441584562,0.6950309591843915,0.7676937845247087,0.8327820310349399,0.8752920720780129,0.9111475880739337,0.936593157362562,0.9559999969436633
0.0028377755025438445,0.006480720956522107,0.026051196333725393,0.0266539546741211,0.03847173037970558,0.05848386426097367,0.14201032126693258,0.30450599916053583,0.4626033160463772,0.6010787035897704,0.7006961571723046,0.7715721609667288,0.8365319889337491,0.8811977825058378,0.9142160226037547,0.9384585339313781,0.9583321127906252
