CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost
logcosh_loss,32,500,70,1,2,0.5,"[4.27984316e-03 5.00000000e-01 4.90497838e-02 5.00000000e-01
 7.61923502e-02 1.92863815e-02 1.95200042e+01 2.04816410e+00]","[4.27984316e-03 5.00000000e-01 4.90497838e-02 5.00000000e-01
 7.61923502e-02 1.77711345e-02 1.95200042e+01 2.04816410e+00]","[4.27984316e-03 5.00000000e-01 4.88702976e-02 5.00000000e-01
 7.61923502e-02 1.92863815e-02 2.01419518e+01 2.04816410e+00]","[0.00427984 0.48673515 0.04904978 0.5        0.05515494 0.01777113
 0.36683258 2.0055769 ]","[0.00476377 0.5        0.04904978 0.5        0.05051259 0.01777113
 0.5        2.34919226]","[0.0007164043639631102, 0.0007345903284555243, 0.0007371590024700849, 0.0007406673542035308, 0.0007417085893274244]",0.0007341059276839
logcosh_loss,32,500,70,1,2,0.5,"[3.46320386e-03 2.78625478e+01 1.13239643e-01 2.64641324e+01
 7.89181240e-02 1.71295001e-02 2.29207248e+01 2.34451075e+00]","[3.46320386e-03 2.84432029e+01 1.01645658e-01 2.87068134e+01
 8.97134538e-02 1.71295001e-02 3.25354705e+01 2.45880227e+00]","[3.38327804e-03 2.83153173e+01 1.23602158e-01 2.60227244e+01
 9.22655317e-02 1.71295001e-02 3.86548188e+01 2.40611061e+00]","[3.46320386e-03 2.77421942e+01 1.07979098e-01 2.52037138e+01
 7.73024895e-02 1.71295001e-02 2.74839122e+01 2.52243100e+00]","[3.46320386e-03 2.86796614e+01 1.14677683e-01 2.65783102e+01
 8.20701902e-02 1.71295001e-02 2.90358862e+01 2.46317004e+00]","[0.0007324486699046641, 0.0007345610540395403, 0.0007349784316294048, 0.0007436534435376267, 0.0007447368518725512]",0.0007380756901967
logcosh_loss,32,500,70,1,2,0.5,"[2.04438226e-03 3.41022453e+01 2.45171783e-01 2.58348878e+01
 9.74057783e-02 3.05992114e-02 9.51712615e+00 1.48070712e+00]","[2.01332438e-03 3.17996181e+01 2.16732528e-01 2.56675110e+01
 9.83718903e-02 3.06925325e-02 1.21375640e+01 1.40160104e+00]","[2.04438226e-03 3.59908942e+01 2.99711017e-01 2.61390328e+01
 9.64007959e-02 3.05992114e-02 7.20933872e+00 1.50208308e+00]","[2.01332438e-03 3.17996181e+01 2.16732528e-01 2.62276826e+01
 9.83718903e-02 3.06925325e-02 1.19818266e+01 1.40160104e+00]","[2.01332438e-03 3.37197922e+01 1.88676963e-01 2.68258205e+01
 9.53308405e-02 3.05992114e-02 1.08859666e+01 1.47413405e+00]","[0.0007365833482774086, 0.0007475603749086821, 0.000748652598472136, 0.0007489289892008831, 0.0007507147312595906]",0.0007464880084237
logcosh_loss,32,500,70,1,2,0.5,"[2.93438475e-03 3.47583826e+01 5.14511536e-02 8.22342537e+01
 1.37226560e-01 2.13309883e-02 3.77731248e+01 2.18582647e+00]","[3.02262615e-03 3.74388567e+01 3.36061106e-01 7.48831954e+01
 1.36448887e-01 2.13309883e-02 3.72320982e+01 2.40969514e+00]","[2.93438475e-03 3.70330075e+01 5.57417765e-01 6.63049485e+01
 1.41705710e-01 2.10415651e-02 3.83154810e+01 2.27164220e+00]","[2.93438475e-03 3.59597094e+01 5.30804444e-01 5.90681785e+01
 1.36448887e-01 2.13309883e-02 4.07128017e+01 2.26353096e+00]","[2.93438475e-03 3.59611136e+01 7.72495468e-01 5.90681785e+01
 1.40081460e-01 2.10415651e-02 4.39757618e+01 2.30422218e+00]","[0.0007574597940777213, 0.0007705977508781214, 0.0007725388054804579, 0.0007739195212752361, 0.0007763579576532385]",0.0007701747658729
logcosh_loss,32,500,70,1,2,0.5,"[2.16277528e-03 4.21737841e+01 5.85688923e-01 4.70618422e+01
 9.18215990e-02 3.08295187e-02 4.85454936e+00 1.72541545e+00]","[2.14261791e-03 4.93555322e+01 6.36564058e-01 8.76152602e+01
 8.97228952e-02 2.97936024e-02 1.78860344e+00 1.85619901e+00]","[2.14261791e-03 4.17674049e+01 5.85688923e-01 4.70618422e+01
 9.18215990e-02 3.08295187e-02 5.90530651e+00 1.72541545e+00]","[2.16277528e-03 4.56956746e+01 3.32962075e-01 7.44120731e+01
 9.18215990e-02 3.08295187e-02 5.49691533e+00 1.85432616e+00]","[2.16277528e-03 4.43819301e+01 4.27475396e-01 5.15440844e+01
 9.18215990e-02 3.06510931e-02 5.07255114e+00 1.80910657e+00]","[0.0007746312837834504, 0.0007790510645441006, 0.0007792093425152606, 0.0007806042245693174, 0.0007826320604062511]",0.0007792255951636
logcosh_loss,32,500,70,1,2,0.5,"[3.92610315e-03 2.48199025e+01 1.15963828e-01 2.37261745e+01
 7.62475468e-02 1.53693828e-02 2.96729764e+01 2.63946950e+00]","[3.83821155e-03 2.59173854e+01 1.26718735e-01 2.36200090e+01
 7.50828344e-02 1.46058062e-02 3.04838037e+01 2.68862830e+00]","[3.92610315e-03 2.54958585e+01 1.22681150e-01 2.37261745e+01
 7.62475468e-02 1.46058062e-02 3.52936404e+01 2.77571046e+00]","[3.90894235e-03 2.56725630e+01 1.26718735e-01 2.36226996e+01
 7.89910446e-02 1.59806427e-02 3.22329779e+01 2.72760346e+00]","[3.83821155e-03 2.61353936e+01 1.22681150e-01 2.45455466e+01
 7.61943416e-02 1.46058062e-02 3.27205004e+01 2.68238050e+00]","[0.0007873820198667349, 0.0008015367654304575, 0.0008099312989691908, 0.0008102162465798538, 0.000811610173376328]",0.0008041353008445
logcosh_loss,32,500,70,1,2,0.5,"[2.33329791e-03 4.49186054e+00 7.79874350e-02 4.50678903e+00
 6.21638374e-01 3.01058433e-02 8.74746767e+01 1.07912445e+00]","[2.33329791e-03 4.87780092e+00 7.79874350e-02 4.50678903e+00
 7.69655438e-01 2.99985978e-02 9.07138825e+01 1.07912445e+00]","[2.57081077e-03 5.00000000e-01 7.91549631e-02 5.00000000e-01
 7.02122912e-01 3.01058433e-02 9.37211452e+01 1.10319468e+00]","[2.33329791e-03 5.00000000e-01 7.91549631e-02 5.00000000e-01
 5.76272287e-01 3.01058433e-02 8.63814701e+01 1.02396894e+00]","[2.33329791e-03 5.00000000e-01 7.91549631e-02 5.00000000e-01
 6.31397078e-01 3.01058433e-02 9.11302531e+01 1.01421973e+00]","[0.0008321335523790402, 0.000847837918726832, 0.0008498005760042718, 0.0008602656195737053, 0.0008604139365278739]",0.0008500903206423
logcosh_loss,32,500,70,1,2,0.5,"[3.60785995e-03 3.58710316e+01 3.29188424e-01 2.41978553e+01
 1.02257650e-01 1.97074543e-02 3.28782798e+01 2.99750229e+00]","[3.57966701e-03 3.55355065e+01 6.99576366e-01 2.17654852e+01
 1.00650422e-01 1.97074543e-02 3.20901927e+01 2.92844637e+00]","[3.60785995e-03 3.69905928e+01 6.11193254e-01 2.24273224e+01
 9.94632306e-02 1.97074543e-02 3.28175370e+01 3.11572920e+00]","[3.57966701e-03 3.64527353e+01 5.28025422e-01 2.32082200e+01
 1.10309286e-01 1.97074543e-02 3.45704870e+01 3.02209501e+00]","[3.57966701e-03 3.64527353e+01 5.25877566e-01 2.21307614e+01
 1.10309286e-01 1.97074543e-02 3.45704870e+01 3.02209501e+00]","[0.0008695777074677435, 0.0008964419994377864, 0.0009014598344805542, 0.0009034901326537741, 0.0009043764481335703]",0.0008950692244346
logcosh_loss,32,500,70,1,2,0.5,"[3.93210614e-03 3.06617904e+01 9.84845382e-02 3.07593261e+01
 5.83347042e-02 1.63292375e-02 1.37422708e+01 3.09690329e+00]","[3.93210614e-03 3.02533386e+01 9.84845382e-02 2.71223509e+01
 5.73218839e-02 1.63292375e-02 9.49991884e+00 3.14726951e+00]","[3.93210614e-03 3.24970449e+01 7.53482301e-02 3.57098923e+01
 5.83347042e-02 1.63292375e-02 1.05347887e+01 3.19547733e+00]","[3.93210614e-03 3.29010066e+01 9.84845382e-02 3.00191592e+01
 5.73218839e-02 1.66997425e-02 9.57792445e+00 3.20460011e+00]","[3.93210614e-03 3.20262584e+01 8.74614038e-02 3.35784969e+01
 5.73218839e-02 1.63292375e-02 9.23598438e+00 3.16671860e+00]","[0.0009087043415137647, 0.000940561130293597, 0.0009439800591864488, 0.0009445368554304543, 0.0009467881603139802]",0.0009369141093476
logcosh_loss,32,500,70,1,2,0.5,"[1.58463077e-03 4.63022821e+01 5.47208639e-01 6.91304686e+01
 1.35010313e-01 3.84128994e-02 9.55301060e+00 1.32818293e+00]","[1.58463077e-03 4.10532013e+01 1.59114687e-01 6.93583309e+01
 1.66604983e-01 3.98324442e-02 1.42929365e+01 1.24684711e+00]","[1.58463077e-03 4.34076156e+01 1.41534716e-01 7.14209971e+01
 8.87287722e-02 3.84128994e-02 4.76676041e-01 1.30897663e+00]","[1.58463077e-03 4.69472132e+01 2.06376065e-01 6.99511659e+01
 2.00810634e-01 3.98324442e-02 1.78332717e+01 1.32403893e+00]","[1.58463077e-03 3.87512347e+01 6.89410462e-01 7.56221341e+01
 2.50740649e-01 3.98324442e-02 2.70444798e+01 1.23232526e+00]","[0.0009714768157692914, 0.0009807029380690903, 0.0009831362736448018, 0.0009834081174549152, 0.0009841830395431674]",0.0009805814368962
