-20,-10,0,10,20,30,40,50,60,70,80,90
0.017728592814725618,0.019204023753898705,0.020342325593787538,0.021238763064201707,0.022836557583877995,0.022530612134730406,0.02732774832220953,0.02348488577524812,0.02662928683581252,0.024205575735129287,0.02894720864850797,0.02903748379050728
0.0177558773930199,0.019592958820917945,0.02016363387110835,0.020599334678574086,0.016655190316567446,0.014085490127851458,0.008881914443288359,0.01068146114197481,0.010353552169442873,0.01767090748756688,0.020826581381730033,0.02529251243458294
0.01770933577673863,0.018408602146544092,0.02066249058320938,0.022444231024416034,0.047648734171975744,0.08553657297529063,0.15723663950942912,0.22391363440615558,0.303766846218659,0.4018165633092449,0.46108879292724747,0.501423427948592
0.017746778962130835,0.02047357643092593,0.04198001676541161,0.12855828798426192,0.2903638826355249,0.43799265638879814,0.6058885433031278,0.7126578083659593,0.7859010054746456,0.8510682450908372,0.8852007250897853,0.9129844195900275
0.017745504117287078,0.023944442090752326,0.09434661838965276,0.29034383147453013,0.5213638055740997,0.7206751856351956,0.8650416812367615,0.9521661058446188,0.9703045530279253,0.9968664256859773,0.9876971201671555,0.985354765499459
0.017699258857196244,0.03721451587984602,0.16688109010773186,0.3998261520907047,0.6278709032591754,0.8013175961174874,0.8993309432913306,0.9671659891128299,0.9786156584234224,1.011109167225357,1.0148386930802815,0.9918189893557047
0.01778009625820011,0.047021667858657266,0.22069911767645156,0.4711863266966021,0.7178322194546569,0.8734292477751893,0.9689441529383023,1.0325790744236174,1.0392363755564344,1.0415302279419998,1.034790545184916,0.9992171967905495
0.017700096271481953,0.0530020537968443,0.24487225988798617,0.5236081493734647,0.7614139988313599,0.8902818351681048,0.965266358978543,1.0279884552194107,1.0285580870710835,1.0452359883335711,1.0197208280438899,0.9966207944418644
0.017734142931475783,0.07590625724957037,0.27581089103550194,0.5696099564719708,0.7852674419783922,0.9113599179180703,0.9773382169538902,1.0295164324949269,1.0307554218958725,1.0427266857785533,1.0289445828718344,1.0034517088996155
0.017780622322368485,0.09126696977079064,0.312201202701647,0.6105475268226102,0.8035531766666625,0.9445616217409393,1.0002093352620793,1.0404855328014864,1.046179974404884,1.0296568441415161,1.0307104004669772,0.9972058028994003
0.017650290023782256,0.09779235463213262,0.3374747520521208,0.6240834626376528,0.8184185358233996,0.9375788492167801,0.9708541983909188,1.0213869933854582,1.0216496347382125,1.0166062241155231,1.0138733780921654,0.9874521246356814
0.01782336588673911,0.1134547410250551,0.35895081223932984,0.6396285217962843,0.8342094518831981,0.9475206003684873,0.9854528478900854,1.0283807677234476,1.0231012016502774,1.0161261703520161,1.01351907123159,0.98014784101888
0.017692541910336434,0.12562376448277496,0.3727394360771189,0.6580090503941213,0.8313029479955631,0.9360536933574742,0.984545087618429,1.0120683557742496,1.0188626666402478,1.0126036432547187,1.0164879225761003,0.9695863843243251
0.017668638023093774,0.1381913659514981,0.37896490883569933,0.6657703511252301,0.8417245972721953,0.9271028574106068,0.9676304555698024,1.0148488668222178,1.015377417365547,1.013002992839863,1.0009368378444579,0.9627135973159328
0.017958007516657708,0.14579629785930126,0.3879051980268542,0.6898154878414153,0.8399758748084312,0.9383043501006821,0.9694658607588197,1.019503430399484,1.0107242269246761,1.0016557133678292,0.9814594073167091,0.9587493880064222
0.018051130026217815,0.15016295351345663,0.404896725795863,0.7026928637861931,0.8390828417738947,0.9353467405689098,0.9600098932968167,1.0027545648206542,0.997448853897803,1.0001642358351068,0.9792478845791044,0.9552190727128328
0.018305987508949965,0.16179294202022665,0.41672055538338576,0.703634577978743,0.8534688593289811,0.9463677770822252,0.9646478034483136,1.0143233513407692,1.0027535334749422,1.0181508151580745,0.9778885229779921,0.9503336958005567
0.017778447369958893,0.15462930936865582,0.41170161807758066,0.7210719163201734,0.8362966574236856,0.9263096776529355,0.9723982040662589,1.0085083934990802,0.9944134545802387,1.0118624404350152,0.9753462625451448,0.9397768235516302
0.01842154941804469,0.14826874078873525,0.4213279095865233,0.7242669495987253,0.8389698291535782,0.9061621439278899,0.9635295609181557,0.9981411975021965,0.9812711997656992,0.9916209737275882,0.974764565824801,0.9335046614659825
0.01969844127908579,0.1643327385318475,0.4487238822914377,0.719447154921555,0.85454659823691,0.9249635529287795,0.9480069851782965,0.9995304467870544,0.9779915186434398,0.9871744467735337,0.970778580270016,0.9288993136907276
0.018071615245213765,0.16610451361835016,0.4563027270394051,0.7183149258242488,0.844734741392254,0.9126589935635513,0.9437776098965287,1.001773325845735,0.9740712805255676,0.9911000666529165,0.9692447564162726,0.9151822049757367
0.017743446384796097,0.16629601791963755,0.4544381430069579,0.7093435600542043,0.8459813535867194,0.9088371912430695,0.9528783592051363,1.004663138955452,0.9708210354768219,0.977566843770939,0.9502374564241516,0.9095820751683941
0.01802675268615784,0.17864110024216398,0.4597953718892057,0.7056912934566801,0.8387640582684667,0.9155852225327991,0.9550702570398985,0.9830176203223843,0.9662125563197133,0.9667477333664635,0.938035487491539,0.9066107710102814
0.018611793734646914,0.18218662498305474,0.4639523412332506,0.7054270059103359,0.8279421244903584,0.9007923887647348,0.9531771018069711,0.9775549388578886,0.9737933295417478,0.978835123801814,0.9481115331178801,0.8980618041695823
0.024426882729080873,0.18743057190197965,0.4693192296872768,0.7143650157704134,0.8329382401244613,0.9083351948478513,0.9531891358250526,0.9790986708582183,0.9755857878159416,0.96966540832344,0.9349934616727662,0.8978071222300064
0.025536006508741875,0.1852314213626174,0.4741675613404749,0.7211532362344587,0.8291174412536731,0.9073746373775267,0.9537969888294853,0.9605132753825052,0.9656321093553437,0.9524245669046811,0.9272107316491603,0.8916014332863004
0.02390355878937248,0.17718402669059843,0.4797534253610185,0.7111367833363064,0.8238013599651829,0.9048130030007695,0.9439982630937279,0.9619630978878383,0.9644350416475571,0.9581941113901342,0.9362782160423923,0.884065919089892
0.03117648434329173,0.18835840894848116,0.48607259974689304,0.7169154485565323,0.8235874093269636,0.9152611314296433,0.9335656978779135,0.9634607099704602,0.957706721044517,0.9588861409940456,0.9273014047353603,0.8831771829237981
0.03139734734083875,0.19887284120076373,0.4788300293054597,0.7268326736054438,0.8252277195614236,0.8979059605704711,0.9387902148036151,0.9570723830245379,0.9494289911030691,0.9568948788959173,0.9224267326044566,0.8736709847858195
0.023215811953021852,0.20433410547711492,0.4691350288572407,0.7166172297683796,0.8267290764548355,0.89041447733695,0.9368414550116303,0.9593357362163824,0.9530346128403651,0.9568047213327727,0.9215711927377223,0.8651763095646738
0.025292287876738005,0.20865916394445705,0.47742781696113057,0.7036072183607072,0.8235765353175982,0.8960143582627187,0.9306941610772717,0.9573895750467901,0.9603235865216145,0.9466099713364756,0.9137688550888908,0.8541080534976528
0.03073157647491771,0.20156573269449418,0.4875490895816921,0.6995397894825396,0.8185818612679835,0.8941730636918479,0.9219216892234807,0.9566670087962724,0.9586306861703183,0.9444285545823352,0.9059046857985851,0.849218484719656
0.0325820409731632,0.2044348460294074,0.4850595712092201,0.7052773973706451,0.8113248549824925,0.8939747949629112,0.9053663359210924,0.9526275152864229,0.9493792376569792,0.9517992164172728,0.8970940046407521,0.86163389054113
0.03063700171124778,0.21300253093625757,0.48709164033533237,0.7058720865288767,0.808671707170928,0.8787938431802436,0.9047657369060228,0.9375521784617183,0.9492038534525978,0.9462048429684999,0.9008730647033205,0.8546687091149222
0.02342057669104869,0.20898960301004954,0.49522788034631804,0.7055669712815978,0.8028073139372374,0.8708407611255954,0.9030884592941003,0.9219811951400083,0.9430799048315087,0.9360155241909546,0.8999288128847575,0.8436820541805145
