0.001,-0.0078287,0.0014074,4.5253e-05,-0.001249,-0.0042628,-0.0036338,0.0062856,0.0047651,0.0084668,0.0027649,0.0027921,0.0062766,-0.0023531,-0.001172,0.0037922,0.0073038,-0.002507,-0.00011313
0.0011,0.0030048,0.0060503,0.0093311,-0.0043443,0.011214,-0.0051814,-0.0060955,-0.0029731,0.0038239,-0.00033034,0.0027921,-0.0014617,-0.0023531,0.0019232,-0.0023984,0.0057561,0.00058829,-0.0032084
0.0012,0.0030048,0.002955,0.0062358,0.0064892,0.0065707,-0.0051814,0.0031903,0.00012218,-0.0039144,-0.0065209,0.0027921,0.0062766,-0.0085437,0.0065662,0.00069689,0.0011132,0.00058829,-0.012494
0.0013,-9.0505e-05,-0.0063309,0.0062358,0.003394,-0.0011675,-0.011372,0.012476,0.0047651,-0.0085573,-0.0049733,0.0012444,0.0031813,-0.0023531,0.0065662,0.00069689,0.0026609,-0.00095936,-0.0063037
0.0014,-0.0031858,-0.0047832,0.0062358,-0.0027966,-0.0011675,-0.00053851,0.012476,0.0016698,-0.00081907,-0.001878,0.0012444,-0.0030093,-0.0054484,0.0034709,-0.0054937,0.0057561,0.00058829,-0.00011313
0.0015,-0.0016381,0.0014074,0.0031405,-0.0027966,-0.0042628,-0.0020861,0.0031903,-0.0060684,0.01311,-0.001878,-0.00030319,-0.0061046,-0.0023531,-0.0027197,0.0053398,-0.0035297,-0.00095936,0.0029822
0.0016,-0.0016381,-0.0032356,0.0031405,0.003394,0.0034754,-0.0098244,9.5031e-05,-0.0029731,0.0069191,0.0027649,-0.0018508,-0.0014617,0.0022898,-0.005815,-0.00085075,-0.0019821,0.0052312,0.0029822
0.0017,-0.0062811,-0.0032356,0.0077835,0.0018463,0.0019278,-0.00053851,0.0031903,-0.0060684,-0.0023667,-0.001878,-0.0049461,0.0062766,-0.0054484,-0.0042673,0.0053398,-0.00043443,-0.00095936,-0.0032084
0.0018,-9.0505e-05,0.0014074,0.012426,0.003394,0.00038012,0.0041044,0.0031903,-0.0029731,-0.0023667,0.0027649,-0.00030319,-0.0030093,0.00074214,0.0019232,0.0099827,0.0011132,0.00058829,0.0076251
0.0019,0.0061001,-0.0047832,0.0062358,0.0018463,-0.0042628,-0.0036338,-0.0014526,0.0063128,0.0022762,-0.00033034,-0.00030319,-0.0030093,0.0053851,0.0081138,0.0037922,-0.0050774,0.0052312,0.0045298
0.002,-9.0505e-05,-0.0047832,0.0031405,-0.001249,0.00038012,-0.00053851,-0.0030003,-0.0014255,0.010014,-0.0049733,0.007435,-0.0030093,0.0053851,0.0034709,-0.0023984,0.0011132,0.0052312,-0.0016608
