-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90
0.0,0.0,0.0032401,0.0,0.0,0.00058829,0.0,0.0055887,0.0,0.0,0.0,0.0032718,0.0,0.0,0.0030817,0.0022038,0.0087609,0.0
0.0,0.0,0.0,0.010168,0.0,0.00058829,0.0,0.0024934,0.0,0.0,0.0,0.0017241,0.0,0.00083718,0.0030817,0.0052991,0.0,0.00093673
0.0,0.0,0.0032401,0.0024301,0.0071952,0.00058829,0.0,0.010232,0.0,0.0,0.0,0.0,0.0,0.0,0.012368,0.009942,0.0010227,0.0
0.00097293,0.0,0.0,0.0,0.013386,0.0021359,0.0,0.0040411,0.0,0.0,0.0,0.0032718,0.0,0.010123,0.0077246,0.00065616,0.011856,0.0
0.0,0.0,0.0,0.011716,0.0,0.0021359,0.0,0.00094578,0.0,0.0,0.0,0.01101,0.0,0.0,0.006177,0.0,0.0072133,0.0
0.0,0.0,0.00014481,0.010168,0.0025523,0.0052312,0.0,0.00094578,0.0084125,0.0,0.0,0.014105,0.0,0.0,0.0092723,0.0037514,0.0025704,0.0
0.0025206,0.0,0.00014481,0.0,0.0071952,0.0052312,0.0,0.010232,0.0,0.0,0.0,0.021843,0.0024663,0.0,0.0015341,0.0037514,0.0010227,0.0
0.0,0.0,0.0,0.0,0.01029,0.00058829,0.0,0.0055887,0.0068648,0.0,0.00095483,0.018748,0.0,0.0,0.0030817,0.0083944,0.0087609,0.0
0.0056159,0.0,0.0032401,0.010168,0.01029,0.0021359,0.0,0.0040411,0.0,0.0,0.0025025,0.0079147,0.0,0.0,0.0046294,0.00065616,0.0025704,0.004032
0.0025206,0.0,0.0032401,0.0055254,0.0040999,0.00058829,0.0,0.00094578,0.0037696,0.0,0.0071454,0.0032718,0.0,0.0,0.0077246,0.0083944,0.0025704,0.00093673
0.0,0.0,0.012526,0.014811,0.022672,0.031541,0.034157,0.052018,0.053294,0.063295,0.092266,0.10077,0.10306,0.12465,0.14392,0.1709,0.18519,0.20987
0.011806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036551,0.049701,0.051991,0.096791,0.14392,0.18637,0.26876,0.33832
0.027283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0032401,0.017906,0.028862,0.029993,0.031061,0.04428,0.048651,0.032342,0.045836,0.066725,0.050443,0.03179,0.035582,0.028514,0.042809,0.047366
