-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90
0.00028901284775480603,-6.716386460516116e-09,-5.364208232581389e-05,0.0009972607095258923,-3.556847213849813e-05,0.005549936003204762,0.0055313005000613225,0.0024743068555228274,0.00028320256396657584,-0.0003328267468721561,0.003427840898808192,0.00458788656423438,0.00630457971228355,-0.00024268179906036143,0.003170607910622219,0.01112683556850461,0.0005732061812042875,0.0019314789288633228
0.0007651658517378391,3.777095418309188e-09,-0.000160361555033002,-0.00036485952370494116,-0.001839878497403511,0.0020545744942551494,0.002658654188173246,-0.0006448193212842285,-0.0019815326657082115,-0.003955331744152849,-0.0013759933578002712,-0.00021338723301233764,0.004026558492891779,0.0013525376660906963,0.004803910148156212,0.011053016302401969,0.003611673228979814,0.004429580011502683
0.0013199948980624425,1.4999194074675434e-08,-0.0002169428883214342,-0.0015785545121210953,-0.0034491247175845604,-0.0010645530804752903,0.00012727641472653304,-0.0034531598315673774,-0.0039186007717650195,-0.007066480118911666,-0.005440721981833576,-0.004257058775896939,0.001969784734759361,0.002633158870006223,0.005719883676793329,0.010101059221831377,0.005498662699045968,0.005503005054088355
0.0020131787843978774,2.4976674791877902e-08,-0.00017943799366564188,-0.002498586239168959,-0.004672654706646716,-0.0034609316522344045,-0.0017387636715304987,-0.005637058965069988,-0.005210224378326687,-0.009243919320679894,-0.00820978548878366,-0.006942308057514422,0.0002728684871333303,0.0032948602063973148,0.005346380331853535,0.007640663896240283,0.005385239421796639,0.004094627725030718
0.0028714759266186647,3.169796475449812e-08,-9.683116852363164e-06,-0.002996660258107482,-0.005327481237360341,-0.004839492795887929,-0.0026585781900680533,-0.006900217390597815,-0.0055583111424365225,-0.010122216475387186,-0.009266385681175871,-0.007827681611447231,-0.0009326864310124533,0.003171241548274172,0.0034506538423953927,0.003464967139717833,0.002965246948865086,-0.0001600615764180312
0.0038800123425303374,3.347939675440652e-08,0.00032094871711208054,-0.0029700273773792096,-0.005247161810691905,-0.004980137506416574,-0.0024153909560528635,-0.006979015362436966,-0.004700975162033088,-0.009417612258365843,-0.008373056719545685,-0.006676271871235014,-0.0015104939258704139,0.002293137780207679,0.00025146444291022083,-0.0020767581494162786,-0.0013597306631565657,-0.006722722728063865
0.0049812337393512025,2.932067574899697e-08,0.0008276559338440614,-0.0023497214543788743,-0.004294614708787075,-0.0037573399334075346,-0.0008754454128560848,-0.005662820066989098,-0.0024345978212476495,-0.006952419438361016,-0.005490364010943075,-0.0034725618493046595,-0.00130287691975664,0.0009291418377609989,-0.0035325982999491615,-0.008027350396280955,-0.006424209296264709,-0.014084414681804215
0.006081789283827809,1.9182463722243638e-08,0.0015087614450368782,-0.0011077642759989238,-0.0023777600442397018,-0.0011537886506936908,0.0019969364287765524,-0.0028176130747899998,0.0013606075285734684,-0.0026765820347570447,-0.0007722549670451294,0.0015919367732240577,-0.00011197426736481351,-0.0003974660626938101,-0.006705886788326456,-0.01285950292615228,-0.010361154779693356,-0.019853337996155098
0.007066207588759794,4.124240144618966e-09,0.0023434816440535953,0.00073760345122269,0.0005343675921946569,0.002734005369371352,0.006130387752294053,0.0015904993022990118,0.006695613254895547,0.0033173812287471964,0.005461953088508337,0.008163099319170027,0.0023186636152644088,-0.0009182355995133267,-0.007687266089373311,-0.014599253886434014,-0.010775219709411164,-0.020988087940459962
0.007815030168300098,-1.3742007950251155e-08,0.003291695037506427,0.0031197203320058498,0.004398206110889468,0.007699837018954227,0.011345866166379328,0.007476489955162172,0.01345354732793032,0.010790372917190096,0.012776308893239075,0.015793439341933252,0.006318354784598231,0.0003439571947740952,-0.004659012474594898,-0.011019774230087266,-0.005003218505761641,-0.014145004980026177
0.008224295458801576,-3.149874394922152e-08,0.004296296320189142,0.005925276003996565,0.009088294529562679,0.013442555651589062,0.01736605825429465,0.01462713987282262,0.021382112390027467,0.019367477440466716,0.02068245498460732,0.02402736858618574,0.012295676113012993,0.0045134129184703775,0.004245912006944048,0.0001194584828427236,0.009574154900612093,0.003908479017003199
0.008223049097411058,-4.585215337303265e-08,0.005288329407068256,0.009000646106451897,0.0143987194851422,0.01959110231811971,0.02383543764632822,0.02270523551221951,0.030101781628468306,0.02856570177704109,0.028711899035606392,0.032490986695492004,0.02073369418423466,0.012779576063458982,0.02074194041219757,0.020818943718065603,0.035212255763481116,0.03587211712462196
0.007785922475276221,-5.368923753539506e-08,0.006194573756659407,0.012162820892042231,0.02005492028689739,0.025738056300976333,0.03035011514046038,0.03126933029325296,0.03913178117540897,0.037838392334840265,0.036487384871282405,0.04097366032624074,0.03217189264881009,0.02630114993942005,0.04619954941093255,0.05260336487569375,0.07351748524115034,0.08354139127154576
0.0069386947320161894,-5.267722839478334e-08,0.006946718334737803,0.015214282783564258,0.02573569978569626,0.03147848219326061,0.0364949972582963,0.039808654913495084,0.047932813873731626,0.046633030127350754,0.04378395452020475,0.049489074180527316,0.04717431158798521,0.04610474964386841,0.08148775742575083,0.09633335662639742,0.1252350348645462,0.14753748927653718
0.005755967260738476,-4.180038912204045e-08,0.007490818374347413,0.017960519196402052,0.03110345384367983,0.036449743685508504,0.04188432429823501,0.04779005949695732,0.05596227974150605,0.05445622520206049,0.05057106687589304,0.058305626634078865,0.06628541185581055,0.07298746106436338,0.1268687943236118,0.15208769295201202,0.19013608531767762,0.22717516321582618
0.004351412208248544,-2.1726566182089267e-08,0.007795501023061263,0.02022832334096656,0.03583901399665263,0.04036738996122638,0.04620070469758883,0.054711508568819844,0.06273505453095737,0.06093757903607113,0.05702919213910274,0.06793982707016305,0.08997723425786439,0.10743276068074825,0.1819560786234001,0.21912909452522097,0.26701677211346997,0.32048529552552707
0.0028622714534149974,5.087331192637958e-09,0.007857438018820483,0.021882747085584228,0.03967642176749655,0.043052399575027434,0.04922753792574502,0.060155106519413505,0.06788127084424547,0.06588317495367409,0.06353746594279508,0.0791112945590294,0.11859321522424228,0.14954837001294707,0.245738320025247,0.29595576022000875,0.3538056837411746,0.42438748696546125
0.0014306739715509297,3.460588220612664e-08,0.0077029511063330955,0.022840593485549916,0.04243264682552449,0.04444602794677793,0.05087032978877039,0.06383223566812407,0.07119237849277334,0.06931009014534563,0.07063288309089065,0.09266339976813959,0.15229522704457413,0.19903279854982409,0.31666432264024835,0.3804298142624496,0.447762307939077,0.5349877878040171
0.00018476703172616422,6.174580563974981e-08,0.007385210824979282,0.023078683506739545,0.04402780836473368,0.044610140786130424,0.05116379770630971,0.065614253303914,0.07264813634978226,0.07145550966228358,0.07894558886062801,0.10945874148545767,0.1910207733148129,0.25517471304621697,0.39277603212442946,0.46996465162981044,0.5457377456217066,0.6479607229061035
-0.0007774320029124693,8.117222404576053e-08,0.006977228644110642,0.022635755325036474,0.04449278204742388,0.0437129815538591,0.05026362972627746,0.06554419113049445,0.07241990237806885,0.07275747271027717,0.08911845058243091,0.13026270272021725,0.23445664629941143,0.31688611040187004,0.4718724401532844,0.5617468662665482,0.6444626200483721,0.7589651689495426
-0.0013991209879525245,8.824960150896452e-08,0.006561588575225457,0.021607660964035536,0.04396295010555033,0.04200247547766752,0.048423973814288264,0.06382769076754177,0.0708491792554015,0.07380845078511651,0.1017216533060772,0.15563061240227233,0.28203375363725447,0.3827669018658184,0.5516846592651913,0.6529657779516714,0.7408260656007708,0.8640415330899254
