0.001,-0.0020708,0.0049299,0.0016494,0.0055221,6.176e-05,0.0011299,-0.003266,0.0056184,0.0036075,0.0033478,0.0077019,0.0027084,0.00059762,0.0036729,-0.0092077,0.0034223,0.0031026,-0.011342
0.00104,-0.00052315,0.0049299,0.0062923,0.0070697,6.176e-05,0.0026775,-0.0017184,0.00097545,0.0036075,0.0048954,0.0077019,-0.0050298,0.00059762,0.0021253,-0.0061125,0.0034223,0.0031026,-0.011342
0.00108,0.0010245,0.0018346,0.0078399,0.0086174,0.0047047,0.0088681,0.0029245,-0.0036675,0.0020599,0.0018001,0.0061542,0.0011607,-0.0024977,0.0098635,-0.0045648,0.0034223,7.2659e-06,-0.011342
0.00112,0.0010245,0.0033823,0.010935,0.0055221,6.176e-05,0.0073204,-0.003266,-0.011406,0.0051552,0.00025249,-0.0046793,-0.0034822,-0.00095002,0.0052206,-0.0014695,-0.004316,-0.0046357,-0.0051515
0.00116,-0.0036184,0.0018346,0.0062923,0.0086174,6.176e-05,-0.00041779,-0.0017184,-0.0036675,0.0097981,0.00025249,-0.001584,-0.0034822,-0.0024977,0.0021253,-0.0014695,-0.0012207,-0.0092786,-0.0020563
0.0012,-0.0020708,0.0018346,0.0047447,0.0086174,-0.0014859,-0.0050607,0.0013769,-0.00057219,0.0082505,-0.0012952,-0.0031316,-0.00038691,0.00059762,0.0036729,-0.0045648,-0.004316,-0.0061833,0.001039
0.00124,0.0010245,0.0018346,-0.0014459,0.0039745,-0.0045812,-0.008156,-0.00017075,-0.0083104,0.0036075,-0.0012952,-0.001584,0.0027084,0.0036929,0.0036729,-0.0014695,-0.0012207,7.2659e-06,0.0025867
0.00128,-0.00052315,0.0033823,-0.0029936,0.0039745,-0.0092241,-0.0050607,0.0013769,-0.009858,-0.002583,-0.0090334,-3.633e-05,0.0058037,0.00059762,0.0021253,0.004721,0.00032697,0.0015549,0.001039
0.00132,-0.0067137,0.0080252,-0.0029936,0.00087918,-0.0092241,-0.0019654,0.0060198,-0.011406,-0.0041307,-0.010581,-3.633e-05,0.004256,-0.0055929,0.0021253,0.012459,0.0034223,7.2659e-06,-0.0036039
0.00136,-0.0082614,0.015763,-0.0014459,-0.0022161,-0.0076765,0.0011299,0.0029245,-0.0052151,-0.002583,-0.0090334,-0.0031316,-0.00038691,-0.0024977,-0.0040653,0.014007,0.0034223,-0.0015404,-0.0036039
0.0014,-0.0067137,0.014216,-0.0045412,0.0024268,-0.0045812,0.0026775,-0.0017184,-0.0036675,0.0020599,-0.0028428,-0.001584,-0.0034822,0.00059762,-0.010256,0.009364,0.0018746,0.0015549,-0.00050861
0.00144,-0.0036184,0.012668,-0.0045412,0.0039745,-0.0014859,0.0073204,-0.003266,-0.0021198,0.0082505,0.00025249,-0.0031316,-0.0050298,0.0036929,-0.0056129,0.0062687,0.00032697,7.2659e-06,0.001039
0.00148,-0.0036184,0.011121,-0.0045412,0.0024268,-0.0014859,0.0026775,-0.0048137,-0.0021198,0.0036075,0.0018001,-0.001584,-0.0065775,0.0036929,-0.00097,0.004721,0.0034223,-0.0015404,0.0041343
0.00152,-0.0051661,0.0018346,-0.0014459,-0.0022161,0.003157,-0.00041779,-0.003266,-0.00057219,0.00051225,0.0079907,-0.001584,-0.0081251,0.0036929,0.0036729,0.0078163,0.0080652,0.0015549,0.0025867
0.00156,-0.0067137,0.000287,-0.0029936,-0.00066847,-0.0030335,-0.0019654,-0.003266,-0.0021198,-0.0010354,0.0064431,-0.0031316,-0.0065775,0.0021453,0.00057764,0.0062687,0.0080652,0.0061978,0.001039
0.0016,-0.0067137,-0.0012606,-0.0029936,0.00087918,-0.0030335,-0.00041779,-0.00017075,-0.00057219,0.00051225,0.0095383,-0.0062269,-0.0019346,0.00059762,-0.00097,0.0031734,0.0065175,0.0061978,0.0025867
0.00164,-0.0036184,0.000287,-0.0029936,0.00087918,-0.0045812,0.0026775,-0.003266,-0.00057219,-0.0010354,0.0064431,-0.0093222,-0.00038691,-0.0071406,0.0021253,0.0031734,0.0096128,0.0046502,0.0072296
