0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.861384059315002e-09,1.775788501271017e-07,2.4347438753798047e-06,2.4068175516776406e-05,0.0001658444059493544,0.0007974153563836476,0.0027726647702035097,0.0073739146516641416,0.015913953671465714,0.0293327255064908,0.0480432911527003,0.07198351744682216,0.100741652837959,0.13368069261790838,0.17003996374605332,0.2090128039461815,0.24980339763096795,0.2916660226042137
1.1151998175758139e-07,2.0399944364613616e-06,2.78166566077946e-05,0.0002659643140816234,0.0017177752582646624,0.0075193843972094524,0.023295919244245285,0.05454042571378446,0.10319382765581407,0.16695647690238208,0.24103457583480722,0.3201458668916079,0.39971972976278664,0.476336648321875,0.5477337612193011,0.6126243160613501,0.6704660511779352,0.7212415295124417
4.0342428164928714e-07,7.489007640944764e-06,0.00010159313486704001,0.0009416344371268283,0.005729243831753139,0.02303830418494242,0.064490397842218,0.1355190643490813,0.2304308711329362,0.33707209508800073,0.44368380668621227,0.5422603583888052,0.6287298783739882,0.7018894039407811,0.7622537565016133,0.8111942358938817,0.8503911633161558,0.8815242322579621
9.210262005880376e-07,1.733364842239822e-05,0.00023401418780161188,0.002107240939115233,0.01213777311097171,0.04522798303718202,0.1159211001572202,0.22261174969851252,0.34779922698306526,0.47184091907586173,0.5821462749804123,0.6738499193489428,0.7470186946084499,0.8039940227630833,0.8477668220666278,0.8811903362799098,0.9066830204738583,0.9261734690188127
1.64181524894461e-06,3.129515870547614e-05,0.000420616549424344,0.0036876049589251968,0.02020462151404192,0.0703463703555845,0.16714090896028103,0.29811849786297134,0.4362217182161293,0.5603565309916785,0.6618574693964958,0.740635723556884,0.800231963371464,0.8448968349344875,0.8783893731551908,0.9036667411548884,0.9229310426122985,0.9377796618477395
2.5121839821206234e-06,4.845403130986809e-05,0.0006485405111885505,0.005547344589222573,0.02904444756221886,0.09523123203841051,0.2121420927776983,0.3564757385709036,0.4963345881176234,0.613504205680539,0.704355131059535,0.7724142043056679,0.8229270636975272,0.8605850401801971,0.8889779329596531,0.910685434242946,0.927518621810421,0.9407449658579579
3.4701679934461315e-06,6.766420386573164e-05,0.000902195386049381,0.007544139583689659,0.037910105587577375,0.117914444364344,0.2487980414603542,0.39868803485811516,0.5349794004866399,0.6439907935793688,0.7262050705227674,0.7871156415669903,0.8324016000123176,0.8665069216602955,0.892596459478552,0.9128585390859155,0.9288059948900642,0.9414992818722437
4.459107842165802e-06,8.782260772030423e-05,0.001166846284092587,0.009556918051909289,0.04628297488310229,0.13748304343826792,0.2772540240089609,0.4280263017042014,0.5590497320020431,0.6610637383634287,0.7372431862259026,0.7938322074805098,0.836322663140942,0.8687290607775979,0.8938281501269336,0.9135296056240189,0.9291666410663542,0.9416909529438404
5.433793447012716e-06,0.00010800607765262861,0.001430364709030401,0.011495812504506495,0.05386163670067103,0.15373875946091828,0.29865742462500294,0.44791829257924465,0.5737706900036808,0.670503018266541,0.7427714661229138,0.7968835628966834,0.8379396313465025,0.8695610590548289,0.8942468342082184,0.9137366671056433,0.9292676244870479,0.9417396427123813
6.361828612496449e-06,0.0001275171931013426,0.0016837518919330418,0.013301792307245926,0.0605128224166952,0.1668880645926609,0.3144185467221302,0.46119669545766645,0.5826779752627024,0.6756858576381,0.7455284477595148,0.7982662936420005,0.8386054613841498,0.8698723129956147,0.8943890908686954,0.9138005412011666,0.929295896748985,0.9417520103809011
7.222475772022883e-06,0.00014587760045698197,0.001920975439977786,0.014941654209754697,0.06621773702253626,0.17732380028495792,0.32585856715672595,0.4699727093245757,0.5880336797796986,0.6785209761819828,0.7469004696406463,0.7988921655115389,0.8388794698370973,0.8699887184135499,0.89443741803197,0.9138202434959106,0.9293038118182938,0.9417551518304265
8.004469957740124e-06,0.0001627962773342552,0.002138493835031628,0.01640171794050655,0.07102716092112588,0.18549218025541023,0.3340802570671945,0.47573613897586675,0.5912419196641654,0.6800686955784763,0.7475825469687142,0.7991753103453451,0.8389922043965028,0.8700322476847275,0.8944538347780709,0.9138263206263623,0.9293060276885194,0.9417559497706081
8.703651074554365e-06,0.00017812967209046763,0.002334693619428361,0.017681904325019596,0.07502856156026867,0.1918213623500906,0.3399486162169778,0.4795056251286961,0.5931595059129939,0.6809126780862772,0.7479214540121201,0.7993033753044738,0.8390385817520845,0.8700485245531082,0.8944594114497317,0.9138281950904696,0.9293066480326011,0.9417561524502249
9.320831052261545e-06,0.00019184292666758862,0.0025093574780130678,0.01879086419155079,0.07832409588673975,0.19668893857324915,0.3441173282112313,0.4819644754398491,0.5943041514881399,0.6813726312591462,0.748089804965407,0.7993612923072756,0.8390576599218952,0.8700546108523116,0.8944613058006141,0.9138287732593587,0.9293068217009232,0.9417562039315466
9.860053859863539e-06,0.00020397641774068425,0.0026632145284886965,0.019742288535804127,0.08101703689244809,0.20041175089207916,0.3470688324879944,0.4835656445481233,0.5949868781532164,0.6816232143141738,0.7481734220373644,0.7993874838502295,0.839065507939334,0.8700568866472362,0.8944619492951679,0.9138289515924781,0.9293068703201971,0.9417562170079785
1.0327267717245555e-05,0.00021461895223914216,0.00279758621601732,0.020552282786668104,0.08320414317358105,0.2032473092684537,0.34915368819901876,0.48460714594914084,0.595393902248944,0.6817597079552586,0.7482149505825255,0.7993993280766484,0.8390687362857643,0.87005773761277,0.8944621678845297,0.9138290065983687,0.9293068839313938,0.9417562203294372
1.0729364249275112e-05,0.000223887432424815,0.0029141220535849307,0.021237601185063494,0.08497194821200064,0.20540043646153408,0.3506239760690658,0.48528411649266623,0.5956364921645072,0.6818340494030416,0.7482355751459929,0.7994046841692048,0.839070064288714,0.8700580558056448,0.8944622421373691,0.9138290235646384,0.9293068877419124,0.9417562211730988
1.1073516601525657e-05,0.00023191212430796043,0.003014611435777475,0.021814530551287285,0.0863954831952832,0.20703161520638105,0.3516596758399273,0.4857239383999633,0.595781053954974,0.6818745374354408,0.7482458178825591,0.7994071062438651,0.8390706105713882,0.8700581747842282,0.8944622673603881,0.9138290287977923,0.9293068888086853,0.9417562213873923
1.136674731680783e-05,0.00023882645420658763,0.003100855824260504,0.02229824012498913,0.08753841248245126,0.20826524577388839,0.35238866044111183,0.4860096003247689,0.5958671913029276,0.6818965874985928,0.7482509046731484,0.7994082015262692,0.8390708352882178,0.8700582192726584,0.8944622759284202,0.9138290304119309,0.9293068891073338,0.9417562214418232
1.1615665135528301e-05,0.0002447602909847201,0.0031745866575358063,0.02270245168014204,0.0884539156215893,0.2091970134827499,0.3529014738077723,0.4861950997103057,0.5959185133510368,0.6819085959277668,0.7482534308865552,0.7994086968216789,0.8390709277268864,0.8700582359077564,0.8944622788389028,0.9138290309098028,0.9293068891909418,0.941756221455649
