0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.027962597549536e-05,0.00013571241458148258,0.0004320734668193145,0.0009893871012835488,0.001878793107947917,0.0031614281657270835,0.004888235531064232,0.007100272032615407,0.009829292599022758,0.013098483774381135,0.016923266064216288,0.021312113886824885
0.0001659129013148303,0.0010694496361275494,0.003277931943238071,0.007223799809004192,0.013199419900442311,0.021370239896722668,0.031794250318521386,0.04444281291942236,0.05922050912464,0.07598289940464258,0.09455175616835508,0.1147277104170961
0.0005428920418265867,0.00337424534986133,0.009970921300075217,0.02118546116327696,0.03732940321595269,0.05830088007719565,0.08371018708412227,0.11298754109468959,0.14546865901656025,0.18045877202420502,0.2172778258895539,0.2552903167029185
0.001221611199542612,0.007328921484902878,0.020908921951265556,0.04290857082847426,0.07306626297788844,0.11035979496442791,0.15337099077759053,0.200550153859748,0.25039083854740046,0.30153364569234037,0.3528181791899726,0.4032996453053605
0.0022402753023066675,0.012987064791680786,0.03582156012962967,0.07112628842040454,0.11729573181400262,0.17175947774735328,0.2316907336312553,0.29443478245380944,0.3577287867122067,0.41978207846591126,0.4792719199864121,0.5352940284062623
0.003611384133661141,0.020250777840330348,0.05407790020524707,0.10407112316065656,0.16655613153042143,0.23702059120185154,0.3111777155086824,0.38547444258081415,0.457247786495837,0.5246858463328904,0.5866981384801002,0.6427582654990603
0.005328131600753362,0.028930358457347642,0.07489825376159542,0.13994072805118615,0.21778489115157967,0.3018872986740625,0.3867455200783812,0.46832590263948204,0.5440200961584538,0.6123981092310621,0.6729096627232992,0.725608363087487
0.00736996116892903,0.038788533946637914,0.09748714904317338,0.177134273265891,0.2685881048903406,0.3634608848047804,0.455468529093879,0.5405827558847911,0.6166649055680857,0.682958177941737,0.7396150803637542,0.7873235947502125
0.009707122654701096,0.049571477882434364,0.12110955701177346,0.2143476689153522,0.31726361375749773,0.42001105745706047,0.5160335521571257,0.6017543378093567,0.6758066157003444,0.7382576266132045,0.7899915234224162,0.8322775527003842
0.012304279041880707,0.061029456184303256,0.14512892790844822,0.25058873891103717,0.3627138190354351,0.4706959141229032,0.5682003733611081,0.6524482477917399,0.7230152279264834,0.7808203384096835,0.8274148446746326,0.8645383926286441
0.01512328111110858,0.0729297150695483,0.1690208633724866,0.28515132873460003,0.40432226829892165,0.5152934746029917,0.6123736607643445,0.6938081167255187,0.7601683447927283,0.813165179202305,0.8549016606057872,0.8874587191533527
0.01812524401239826,0.08506376537848205,0.19237213267966907,0.3175718153108155,0.44183079837707834,0.5539819797769164,0.6492987473798669,0.727163376311381,0.7891076658704155,0.8375228820067493,0.8749310629100913,0.9036319034868636
0.021272054439001372,0.09725074820733351,0.21487157539513352,0.34758132900625893,0.4752330617956763,0.5871752983674723,0.6798615590092161,0.7538299176589965,0.811478746142057,0.8557463795310557,0.8894453869323602,0.9149907658401202
0.024527423030614406,0.1093381560664092,0.23629713787267098,0.3750606493729958,0.5046891921455698,0.6154071057635475,0.7049660011016505,0.7750089369553234,0.8286754941915767,0.8693162534337944,0.8999220043881635,0.9229427088270777
0.027857580068273352,0.12120084881234812,0.25650168924490446,0.4000009328424726,0.5304609919126774,0.6392536879486326,0.7254648234872084,0.7917454345829147,0.8418395661207873,0.8793862556378602,0.9074631567881335,0.9284972043837038
0.031231696193408768,0.13273904102746678,0.2753991771634392,0.42247125953253395,0.5528647872993065,0.6592853518508862,0.742125384918971,0.8049205715624954,0.8518852091257831,0.8868403882807975,0.9128806271519436,0.9323710920676879
0.03462209500395724,0.14387573708630824,0.29295196836627035,0.44259282773840886,0.5722384820235275,0.6760380197001878,0.7556170359462066,0.8152616275846875,0.8595332260932916,0.8923480995637391,0.9167670042658873,0.935069987149115
0.03800431139619686,0.15455394024609645,0.3091597621778654,0.4605190730491976,0.5889195046757429,0.6899984924521918,0.7665111226630553,0.8233598289498868,0.8653456421716729,0.8964122011814957,0.9195522170071667,0.9369488869587072
0.041357038495641915,0.16473385195502344,0.3240501840964959,0.4764207867270243,0.6032308205922915,0.7015986026272755,0.7752877711817334,0.8296905255527748,0.8697571846024602,0.8994081370877399,0.9215468435098844,0.9382562561564126
0.044661996834841004,0.17439019801741754,0.33767100306005576,0.4904752956213598,0.6154727329074514,0.7112148837129234,0.7823458110171553,0.8346327966305016,0.8731021520140351,0.9016150667470062,0.9229745646703579,0.9391656207925076
0.04790375189273808,0.18350976182663942,0.35008382886490025,0.5028588476495208,0.6259187175016158,0.7191714520099547,0.7880136652159605,0.8384871078957478,0.8756365069513359,0.903239925148397,0.9239961322964882,0.9397979894823928
0.051069499988015674,0.19208916567909842,0.3613591074781102,0.5137414671422502,0.6348139793198966,0.7257445745664,0.7925599852483922,0.841490518790211,0.8775556050336345,0.904435768963332,0.9247268976205428,0.9402376606355475
0.05414883760036164,0.20013291465028146,0.371572222733866,0.5232836723808172,0.6423757734765017,0.731167945055001,0.7962034038773537,0.8438294083116848,0.8790081894858544,0.9053156216228269,0.9252495441485225,0.9405433171802506
0.057133525279364765,0.2076517001645591,0.3808005206520265,0.5316345676908887,0.6487948099629313,0.73563806577686,0.799121139381429,0.8456499178042565,0.8801073105983503,0.9059628458230025,0.925623293599528,0.9407557899962035
0.06001725421437659,0.21466094960368878,0.3891210892902202,0.5389309275381431,0.6542372679535902,0.7393193860904012,0.8014563931600415,0.8470664026404541,0.8809387755213548,0.9064388742672119,0.9258905399980948,0.9409034789438637
0.06279542112814034,0.22117960212348511,0.3966091475654067,0.5452969781464365,0.6588470980924199,0.7423490122907668,0.8033245961861379,0.8481682043194588,0.8815676477443178,0.9067889500652221,0.9260816193308393,0.9410061327860418
0.06546491529351375,0.2272290878478186,0.4033369177855492,0.5508446537791158,0.6627484010840122,0.7448409085427888,0.8048186149972798,0.8490250368838786,0.8820432243966623,0.9070463777658203,0.9262182331164538,0.9410774821857443
0.06802392004856993,0.23283248673826176,0.4093728769605505,0.5556741617523577,0.6660477488024674,0.74688957246482,0.8060130487290907,0.8496912476584614,0.8824028354434857,0.907235665298998,0.9263159029152884,0.9411270725193706
0.07047173011171115,0.23801384394415054,0.4147813004033713,0.559874734685728,0.6688363683085766,0.7485732061055915,0.8069677500883177,0.8502091735973019,0.8826747365989156,0.9073748428847057,0.9263857286168378,0.9411615390756628
0.07280858520214555,0.24279761978787856,0.4196220273054998,0.5635254826528506,0.6711921460939689,0.7499564228169151,0.8077306943729382,0.8506117768866657,0.8828803081589179,0.9074771727236003,0.9264356472443421,0.9411854939940412
0.07503551989269297,0.24720825436137223,0.42395039181225447,0.5666962837945387,0.673181434439792,0.751092539317118,0.808340307214814,0.8509247096028231,0.8830357240138093,0.9075524085634761,0.9264713337865562,0.9412021430140486
0.07715422921330674,0.25126982874718634,0.4278172747500592,0.569448671341887,0.674860657618873,0.7520255043436603,0.8088273468549048,0.8511679281273263,0.8831532172134733,0.9076077231322762,0.9264968456614037,0.9412137142751509
0.0791669492462531,0.2550058069620231,0.43126924077963413,0.5718366893190063,0.6762777254401457,0.7527915135161855,0.8092164222249613,0.851356953715865,0.8832420388749815,0.9076483907385045,0.9265150836724284,0.9412217564099516
0.08107635177667999,0.25843884474316614,0.43434873361360815,0.5739076996317011,0.6774732672496084,0.7534203561801315,0.8095272147892117,0.8515038557013235,0.8833091843194999,0.9076782895216443,0.9265281216600657,0.9412273457567376
0.08288545196077923,0.2615906531938343,0.4370943082967637,0.5757031307363459,0.6784817023303616,0.7539365352113075,0.8097754603637486,0.8516180177135386,0.8833599427035891,0.9077002709215408,0.9265374422246697,0.9412312303907189
0.08459752792851843,0.2644819070361248,0.4395408846406924,0.5772591633569331,0.6793321636487604,0.7543601957242169,0.8099737370555935,0.8517067344122886,0.8833983129125982,0.907716431426423,0.9265441052712817,0.9412339302348767
0.08621605123378764,0.2671321887747125,0.44172000994777555,0.578607352346409,0.6800492917450307,0.7547078937422396,0.8101320969667,0.8517756759890351,0.8834273181797896,0.9077283124222512,0.926548868514399,0.9412358066415532
0.08774462708993154,0.26955996144882505,0.44366012234096097,0.5797751862066823,0.6806539147251921,0.7549932313710584,0.8102585722347786,0.8518292495973137,0.8834492440480697,0.9077370471534061,0.9265522736320468,0.9412371107539451
0.08918694337387018,0.2717825638508193,0.4453868084975834,0.5807865873207435,0.681163629087756,0.7552273809665139,0.8103595801500321,0.8518708804976174,0.8834658183266116,0.9077434687843815,0.9265547078592963,0.9412380171185147
0.09054672744036123,0.27381622312854087,0.4469230515037092,0.5816623568590613,0.6815932947192465,0.7554195172323313,0.8104402473113336,0.8519032306993478,0.8834783471670947,0.9077481898549062,0.9265564480219751,0.9412386470462233
0.09182770985411581,0.2756760805798757,0.4482894660133943,0.5824205687864502,0.6819554559496813,0.7555771731085952,0.810504668896615,0.8519283689641596,0.8834878179510081,0.9077516606993249,0.9265576920162707,0.9412390848489173
0.09303359421750763,0.2773762272068488,0.4495045190078718,0.5830769175522754,0.6822606991548383,0.7557065326832634,0.8105561159688122,0.8519479029719945,0.8834949770780575,0.9077542123983585,0.9265585813131965,0.9412393891237943
0.09416803234260156,0.27892974623868594,0.45058473527886866,0.5836450239968798,0.6825179560743438,0.7558126721308075,0.810597201189868,0.8519630820598775,0.8835003887757314,0.9077560883579944,0.9265592170466932,0.9412396005962096
0.09523460408609494,0.2803487603731419,0.45154488736923337,0.5841367038234755,0.6827347608082616,0.7558997578057132,0.8106300112603331,0.8519748770787207,0.8835044795589516,0.9077574675265203,0.9265596715147143,0.9412397475704861
0.09623680123306906,0.2816444819368111,0.45239817014203815,0.5845622027198615,0.6829174673700306,0.7559712090465956,0.8106562127486122,0.8519840424602952,0.8835075718403906,0.9077584814636896,0.9265599964011004,0.9412398497182632
0.09717801487922123,0.2828272645405038,0.4531563604555202,0.5849304019052025,0.6830714337108238,0.7560298319350786,0.8106771366455294,0.8519911644549574,0.8835099093384858,0.9077592268898774,0.9265602286532069,0.9412399207114209
0.09806152582090295,0.28390665511624713,0.4538299626267463,0.5852489975494274,0.6832011772844951,0.7560779291627232,0.8106938459140128,0.8519966986199405,0.8835116762845547,0.9077597749121031,0.926560394683672,0.9412399700519798
0.09889049751750677,0.284891445477864,0.4544283404962494,0.5855246571840147,0.6833105064849011,0.7561173902543722,0.8107071894493083,0.8520009989527388,0.8835130119421969,0.9077601778068839,0.9265605133741524,0.9412400043438858
0.09966797124141026,0.28578972275600395,0.4549598369783246,0.5857631559043932,0.6834026316485026,0.7561497656471561,0.8107178451807645,0.8520043405310798,0.88351402158298,0.907760474006894,0.9265605982226155,0.9412400281769115
