0,1,2
0,-20,0.0
1,-20,0.0001254699818877763
2,-20,0.0006246619175044116
3,-20,0.001514120550791891
4,-20,0.0027374665344356438
5,-20,0.0042195465273465954
6,-20,0.005885277510647004
7,-20,0.007667263653917177
8,-20,0.0095085044555166
9,-20,0.011362768886811129
10,-20,0.013193866290058422
11,-20,0.014974445624435445
12,-20,0.016684654754338724
13,-20,0.018310831367586006
14,-20,0.019844308770495395
15,-20,0.0212803705850116
16,-20,0.022617361276767806
17,-20,0.023855945114022004
18,-20,0.02499849923975072
19,-20,0.026048623889342537
20,-20,0.027010752532683924
21,-20,0.027889845742165718
22,-20,0.028691154220402647
23,-20,0.02942003827244355
24,-20,0.03008183285517345
25,-20,0.03068174906295064
26,-20,0.031224804457224475
27,-20,0.031715775999899956
28,-20,0.03215917050767337
29,-20,0.03255920852091799
30,-20,0.03291981829474269
31,-20,0.0332446372921188
32,-20,0.033537019109688454
33,-20,0.03380004421482414
34,-20,0.03403653323454339
35,-20,0.03424906182771421
36,-20,0.03443997640426001
37,-20,0.034611410139489415
38,-20,0.034765298877209964
39,-20,0.034903396629389065
40,-20,0.03502729046894713
41,-20,0.03513841468085058
42,-20,0.03523806408912405
43,-20,0.03532740651706361
44,-20,0.0354074943674997
45,-20,0.03547927533160466
46,-20,0.03554360225020613
47,-20,0.03560124216224398
48,-20,0.03565288458200612
49,-20,0.03569914905097072
0,-10,0.0
1,-10,0.0003074636108077749
2,-10,0.0015475112241612166
3,-10,0.003790599749701825
4,-10,0.00692276821550056
5,-10,0.010774730703970828
6,-10,0.015168589146250546
7,-10,0.019938214964344576
8,-10,0.024937804549864696
9,-10,0.030044541046233997
10,-10,0.03515824877899489
11,-10,0.04019956830314318
12,-10,0.04510749288580047
13,-10,0.049836732742184975
14,-10,0.0543551601523212
15,-10,0.05864146447536019
16,-10,0.06268307342867484
17,-10,0.06647435494597705
18,-10,0.07001509036599594
19,-10,0.07330919737728987
20,-10,0.07636367561404547
21,-10,0.07918774630583796
22,-10,0.08179215821020938
23,-10,0.08418863412707693
24,-10,0.08638943494481612
25,-10,0.08840702099692331
26,-10,0.09025379327959908
27,-10,0.09194189966440179
28,-10,0.09348309357285306
29,-10,0.09488863463913162
30,-10,0.09616922267489658
31,-10,0.09733495778283677
32,-10,0.0983953207658301
33,-10,0.09935916907252716
34,-10,0.10023474443389922
35,-10,0.10102968910370357
36,-10,0.10175106824176862
37,-10,0.10240539649290614
38,-10,0.10299866723407972
39,-10,0.10353638330373621
40,-10,0.10402358830326999
41,-10,0.10446489778275979
42,-10,0.10486452980094138
43,-10,0.10522633449086868
44,-10,0.10555382237454668
45,-10,0.10585019125753935
46,-10,0.1061183516027517
47,-10,0.10636095033503765
48,-10,0.10658039306809333
49,-10,0.10677886477480514
0,0,0.0
1,0,0.000995355834401444
2,0,0.004953642492946149
3,0,0.012002932748327443
4,0,0.021693477599084635
5,0,0.03342763709497162
6,0,0.046609282395323845
7,0,0.06070401151508522
8,0,0.07526041178498193
9,0,0.0899128334069587
10,0,0.10437544945706448
11,0,0.11843261290446952
12,0,0.13192813734895242
13,0,0.14475485655201975
14,0,0.15684511704709242
15,0,0.16816246831124682
16,0,0.17869460092321268
17,0,0.18844747036801732
18,0,0.19744049009117118
19,0,0.20570265708114327
20,0,0.2132694718153972
21,0,0.22018052296891297
22,0,0.22647762058068874
23,0,0.23220337632035853
24,0,0.23740014435086845
25,0,0.24210925011848836
26,0,0.2463704467858809
27,0,0.2502215498165058
28,0,0.2536982094441807
29,0,0.2568337885332286
30,0,0.2596593198062924
31,0,0.26220352175523537
32,0,0.2644928569187467
33,0,0.2665516197594808
34,0,0.26840204423883757
35,0,0.2700644234867286
36,0,0.2715572357978478
37,0,0.2728972726405441
38,0,0.27409976551085186
39,0,0.275178509361904
40,0,0.2761459810367208
41,0,0.2770134516702544
42,0,0.2777910924372137
43,0,0.2784880733320199
44,0,0.2791126548976296
45,0,0.27967227298807745
46,0,0.2801736167691896
47,0,0.2806227002439947
48,0,0.2810249276426371
49,0,0.28138515304798156
0,10,0.0
1,10,0.002232918075179369
2,10,0.010922984557976698
3,10,0.02603383130359399
4,10,0.04631520405258249
5,10,0.07029920073443846
6,10,0.09662070669715483
7,10,0.12412705172561976
8,10,0.15190068275343094
9,10,0.1792444506652825
10,10,0.20565224816926125
11,10,0.23077589277559885
12,10,0.2543933947731543
13,10,0.27638082475908754
14,10,0.2966884931433513
15,10,0.31532140091117156
16,10,0.3323235701868654
17,10,0.34776572858268684
18,10,0.36173580027496344
19,10,0.3743316920100328
20,10,0.3856559220172397
21,10,0.39581170677713173
22,10,0.4049001857269709
23,10,0.4130185229759981
24,10,0.4202586762959743
25,10,0.4267066668354991
26,10,0.43244221870058336
27,10,0.43753866659744933
28,10,0.44206305309445193
29,10,0.4460763556535406
30,10,0.44963379825039834
31,10,0.4527852138822182
32,10,0.45557543317810006
33,10,0.4580446811998156
34,10,0.4602289697773314
35,10,0.4621604767104189
36,10,0.463867906163383
37,10,0.4653768268064029
38,10,0.4667099858901361
39,10,0.4678875986186345
40,10,0.4689276130177815
41,10,0.4698459510670213
42,10,0.4706567272367165
43,10,0.4713724458027216
44,10,0.4720041784325751
45,10,0.4725617235838028
46,10,0.47305374924675714
47,10,0.4734879205191511
48,10,0.47387101342971455
49,10,0.4742090163436097
0,20,0.0
1,20,0.0040690541469249
2,20,0.01949554006386183
3,20,0.04555500056459128
4,20,0.07953392815973728
5,20,0.11858550568288165
6,20,0.16025755311953443
7,20,0.20262283993202185
8,20,0.2442601264376279
9,20,0.2841817768237332
10,20,0.32174878121604844
11,20,0.3565905037430794
12,20,0.38853567823700874
13,20,0.4175561516443023
14,20,0.44372263229014824
15,20,0.46717082392953485
16,20,0.48807611569573306
17,20,0.5066350951089088
18,20,0.5230523732391598
19,20,0.5375314660360911
20,20,0.5502687199623041
21,20,0.5614494849351924
22,20,0.5712459177467404
23,20,0.579815945518556
24,20,0.5873030350751345
25,20,0.5938365050131839
26,20,0.5995321873147741
27,20,0.6044932987506086
28,20,0.6088114225940942
29,20,0.6125675312441885
30,20,0.6158330025943695
31,20,0.6186705992553407
32,20,0.621135391501473
33,20,0.6232756131958778
34,20,0.6251334458233032
35,20,0.6267457297835193
36,20,0.6281446047691356
37,20,0.6293580827454027
38,20,0.6304105580448219
39,20,0.6313232595934919
40,20,0.6321146504514337
41,20,0.6328007797870154
42,20,0.633395592196529
43,20,0.6339111989816668
44,20,0.6343581156507632
45,20,0.6347454695424701
46,20,0.6350811811021924
47,20,0.6353721219846412
48,20,0.6356242528181401
49,20,0.6358427431522824
0,30,0.0
1,30,0.006533978358320983
2,30,0.0305868862280882
3,30,0.06992056334167904
4,30,0.11957400515842412
