0,1,2
0,-20,0.0
1,-20,0.0
2,-20,0.0012728079604124
3,-20,0.0002817552419493
4,-20,0.0002817552419493
5,-20,0.0
6,-20,0.0006121772984173
7,-20,0.0016032300168803
8,-20,0.0
9,-20,0.0009423859039444
10,-20,0.0016032300168803
11,-20,0.0012728079604124
12,-20,0.0049065967777967
13,-20,0.0062280715527277
14,-20,0.0062280715527277
15,-20,0.0068887022147228
16,-20,0.008209963538713
17,-20,0.0092010162571761
18,-20,0.0108529130885751
19,-20,0.0131652271310284
20,-20,0.0128348050745604
21,-20,0.015809030484654
22,-20,0.0167994428502944
23,-20,0.0181207041742846
24,-20,0.0197728144566245
25,-20,0.0201015289055656
26,-20,0.0230749005118957
27,-20,0.0227461860629546
28,-20,0.0273695334422159
29,-20,0.0283620803172651
30,-20,0.0280312313589154
31,-20,0.0313333174141865
32,-20,0.0306737540068958
33,-20,0.0310046029652455
34,-20,0.0323258642892357
35,-20,0.0336471256132258
36,-20,0.0352992358955658
37,-20,0.036949211668497
38,-20,0.036949211668497
39,-20,0.0389321709091866
40,-20,0.0392630198675363
41,-20,0.0419055425155167
42,-20,0.0438863672467976
43,-20,0.0438863672467976
44,-20,0.0435576527978566
45,-20,0.0445480651634971
46,-20,0.046200175445837
47,-20,0.0488426980938173
48,-20,0.0468597388531277
49,-20,0.0465310244041867
0,-10,0.0
1,-10,0.0
2,-10,0.0013455094456348
3,-10,0.0010609284069897
4,-10,0.0013455094456348
5,-10,0.0013455094456348
6,-10,0.0056133058359086
7,-10,0.0113034559057667
8,-10,0.0175631357286753
9,-10,0.0249607720304035
10,-10,0.0329264673821401
11,-10,0.0426000166415073
12,-10,0.05255851461528
13,-10,0.0599561509170082
14,-10,0.0690598027475643
15,-10,0.076742387763698
16,-10,0.0844231344010291
17,-10,0.0926756168459739
18,-10,0.0980804505256659
19,-10,0.1037702329197635
20,-10,0.1091769049782582
21,-10,0.1142986283223473
22,-10,0.1191354029520309
23,-10,0.125110134060534
24,-10,0.129092062547001
25,-10,0.1347836833199012
26,-10,0.1390505605207737
27,-10,0.1433192761004489
28,-10,0.1464481968225019
29,-10,0.1498620662589605
30,-10,0.151569920166591
31,-10,0.1558367973674636
32,-10,0.1575446512750942
33,-10,0.1620964771903722
34,-10,0.1652272362912278
35,-10,0.1689242160632893
36,-10,0.1709170186853254
37,-10,0.174330888121784
38,-10,0.1729079829285589
39,-10,0.1768917497938285
40,-10,0.1828701576599369
41,-10,0.1854255041955736
42,-10,0.1885507481600214
43,-10,0.1862895422328033
44,-10,0.1899846836260621
45,-10,0.1931099275905099
46,-10,0.1945254792685245
47,-10,0.194249722448132
48,-10,0.1970992095921874
49,-10,0.1973749664125798
0,0,0.0
1,0,0.0
2,0,0.0029653386943135
3,0,0.0014662024184317
4,0,0.0049641332486633
5,0,0.0137092024849587
6,0,0.0334469152880283
7,0,0.0579325925401269
8,0,0.0809184877544329
9,0,0.1029066808165799
10,0,0.1273923580686785
11,0,0.1493789367260484
12,0,0.1678622570174229
13,0,0.1863633357613439
14,0,0.2035890347314693
15,0,0.2190873205902513
16,0,0.2300814171213248
17,0,0.2400745826906852
18,0,0.2515691447026152
19,0,0.2555728685494672
20,0,0.2628054019502322
21,0,0.2695536139179102
22,0,0.2755591996881881
23,0,0.2825495723724096
24,0,0.2870537617001181
25,0,0.2923005772252266
26,0,0.2977895534668786
27,0,0.3037951392371566
28,0,0.3065396273579826
29,0,0.3097845809596651
30,0,0.3160323274464866
31,0,0.3167749536438865
32,0,0.322021769168995
33,0,0.326025493015847
34,0,0.3252667227706775
35,0,0.3305135382957859
36,0,0.3312723085409555
37,0,0.334775566906951
38,0,0.3360186585852075
39,0,0.3382626812251769
40,0,0.3382626812251769
41,0,0.3407650086294594
42,0,0.3422664050720289
43,0,0.3430090312694289
44,0,0.346270128918881
45,0,0.3507581741988199
46,0,0.3495150825205634
47,0,0.3527600361222459
48,0,0.3540031278005024
49,0,0.3547618980456719
0,10,0.0
1,10,0.0
2,10,0.0031523013546351
3,10,0.0033750706993954
4,10,0.0189656149521739
5,10,0.0532646108373031
6,10,0.0975853490797386
7,10,0.1461412952138388
8,10,0.1913427494704431
9,10,0.229435156161698
10,10,0.260389733718513
11,10,0.2882359018135558
12,10,0.3125131553413786
13,10,0.3296525797347615
14,10,0.3443599615399985
15,10,0.3588370907925117
16,10,0.3686372150678214
17,10,0.379329567984936
18,10,0.3886835779393431
19,10,0.3962531306101403
20,10,0.4040385450491161
21,10,0.4127305789144421
22,10,0.4182998125334507
23,10,0.4220845888688492
24,10,0.4280999368087603
25,10,0.4321005749123375
26,10,0.4381159228522485
27,10,0.4427929278294521
28,10,0.4488082757693631
29,10,0.4510388473738756
30,10,0.4543775093883718
31,10,0.4588386525973966
32,10,0.4630695432536977
33,10,0.4621773146118928
34,10,0.46617795271547
35,10,0.4664082052681938
36,10,0.471301072013576
37,10,0.4710852102453974
38,10,0.4755319626698771
39,10,0.4782086485952921
40,10,0.4797628533261781
41,10,0.4831159061252195
42,10,0.4846701108561056
43,10,0.4837778822143006
44,10,0.4851162251770081
45,10,0.4860084538188131
46,10,0.4882390254233255
47,10,0.4900090919223903
48,10,0.4911315731169191
49,10,0.4911315731169191
0,20,0.0
1,20,0.0
2,20,0.0017995600510926
3,20,0.0084288417541337
