-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0032490864922713114,0.0,0.0,0.004452176566893978,0.003047503179914062,0.00710512935718248,0.007567760030039334,0.01442512134297791,0.021685683899977316,0.022859292597734844,0.030222254048068064,0.032171318445279366
0.0,0.0,0.004081717190806384,0.014874220461485465,0.01516065535306709,0.02818233716082012,0.02038112173861257,0.025462970295551043,0.03177775858023861,0.03154830817397612,0.03851651497924483,0.039249799627895834,0.049291450284215214,0.05904328936055248,0.06330845570935983,0.07605272702982506,0.0803930842362122
0.0,0.0,0.023090820828694136,0.035448729473885165,0.03889801785102821,0.05505542185950123,0.04695531676914061,0.05450037114486122,0.06285442978754989,0.06368376154407712,0.07379569334255638,0.07515033278403231,0.08894623926346293,0.10164175276340236,0.11059132861945062,0.12950726387674863,0.13731419200933861
0.0,0.0,0.041746966909753075,0.05513055883837527,0.0620284686100008,0.08051815315829307,0.07364303362677337,0.08360916382805747,0.09416651858603729,0.09580887947469319,0.10886108722784973,0.11129174483848465,0.12919544082596457,0.14521324471520267,0.1601622733378254,0.18558190153599022,0.19769746945833425
0.0,0.006875387689879627,0.057909704466348244,0.07166852744482785,0.08173662729515087,0.10164080505730311,0.09746629982351554,0.1094828094935824,0.1221227166680901,0.12424384907883872,0.13965524978717606,0.143609783033166,0.16570932386550538,0.18529560453891783,0.2070011249979139,0.2386971874031499,0.2555455753945241
0.0,0.014235279172277288,0.07000878711915438,0.08348646912972586,0.09594469363550526,0.11652404607540884,0.11604307313669579,0.12946500164170155,0.1438241963492808,0.14605717911301197,0.16302432664544816,0.16881729110593804,0.19493707326904341,0.2181511356289991,0.24665186880701767,0.28383578324012027,0.305337195918298
0.0,0.01891779066915261,0.07733791816953438,0.08999644436375777,0.10374817035529435,0.12461595636865953,0.12806459232967668,0.14208642603681346,0.157654036914832,0.15965959816248834,0.17736450179848756,0.18507380564413115,0.21482680949303423,0.24151229692025164,0.27613197114337834,0.3175628874476577,0.3431761649889409
0.0,0.020833137671602733,0.0801185810584903,0.09164976304941225,0.10554300009807716,0.1266697563973888,0.1334984921284388,0.14730388625671442,0.16353328602397493,0.1650527065685129,0.18286367773346282,0.19228569445217378,0.22516157773666862,0.2549622942078858,0.2944723391147141,0.33866182892439856,0.36754631178005187
0.0,0.020535869071837694,0.0793313462011544,0.08972169856797442,0.10281749370623094,0.12438380439499643,0.13347409248054107,0.14638942088384835,0.16278851095025804,0.16367788261515956,0.1812868898749092,0.19197068494028713,0.2274350987242162,0.25986161219895915,0.3027544662896388,0.3482256204623499,0.3794751127549274
0.0,0.01905222591356635,0.07637941279206857,0.0859054030817068,0.0976815322306693,0.11985468781904274,0.12989744222039165,0.14151587423205844,0.1576900357994685,0.15792768693006992,0.175388614528202,0.1867480848369321,0.22432628253458867,0.2588607754448805,0.3036583959423089,0.34920189733259915,0.3820807289292719
0.0,0.017571904696515244,0.07269300407599642,0.08184407771493872,0.09227989601681749,0.11501661911262517,0.12491715848044904,0.13516655835813626,0.15081129618090197,0.15047580387933848,0.16813981597461303,0.1796195331120209,0.2189439019266215,0.25515387780680143,0.30067419021465425,0.3455424922960204,0.37965368000042465
0.0,0.01709450021368419,0.0693904978950352,0.07874069007873334,0.08826253003956648,0.11122502676058175,0.12039559034903494,0.12953603791267723,0.14439925490176883,0.14362299045043614,0.16199918256624235,0.17325211785867808,0.21406657190335565,0.2516909558398747,0.297215734493107,0.34121077646454856,0.3765491858072836
0.0,0.01813603814154086,0.06708290315588306,0.07714965692042547,0.08645550162934082,0.10907884824033959,0.11752530757796932,0.1260774624841527,0.13992414169110853,0.13883500915566865,0.15842608260977012,0.16945449231848497,0.21158399982021078,0.2505621666990392,0.2958836029519864,0.3393198718984337,0.3762012085449377
0.0,0.020583778066999556,0.06585496306455413,0.07698875715117315,0.08680457716900603,0.10849000446667403,0.1166763513315689,0.12529687454026295,0.1379057883524998,0.13657515068017137,0.15774219533828931,0.16895945576475097,0.21226466575275904,0.25269836656470496,0.29805577498361313,0.3416117770593782,0.3805082080828286
0.0,0.023743216546148495,0.06539841963928256,0.07773612225574511,0.0885746793766753,0.10893086547652887,0.11748519079721159,0.1268169428204684,0.13802098695129392,0.1364362087044365,0.1593330935368265,0.17152342208604132,0.21586398455652264,0.2579268258862136,0.303868980644912,0.34836771730012667,0.389709417755872
0.0,0.02656353674196369,0.0652301410415132,0.07872173117164483,0.09071289867497191,0.1097462761573144,0.11912647860179032,0.12965691474196026,0.13941369383406962,0.137487978419596,0.16207967726200545,0.17626006319468884,0.2214844227204139,0.2653136082021616,0.3125310258923637,0.3587064609773915,0.40271602352423685
0.0,0.027974093779444043,0.06491217028136127,0.07940295839229246,0.09224356983555919,0.11041665603517879,0.12066414354958992,0.1326238970055089,0.14108268853277844,0.13870382686753274,0.1648536124261334,0.18207062886061595,0.2280371592298753,0.2736492249169822,0.3228155718294089,0.37112316378048166,0.4177345388433143
0.0,0.02723091727836613,0.064203962049483,0.07953343166770846,0.09257049094759899,0.11069686430722323,0.12136966411621015,0.13469464098200518,0.1422198147224329,0.13932625083918626,0.16691411933530736,0.18802910944464116,0.23464871117194852,0.2819116993754922,0.3335601421259581,0.38407547354455296,0.43295680142114024
0.0,0.024168601778683935,0.06311081061716335,0.07918362719560816,0.09160691172142456,0.11061321045879215,0.1209208225838329,0.13528655299526815,0.14240999426010187,0.1390717787975112,0.16809804496365455,0.19362022456429145,0.24090007596201024,0.2895723484554717,0.3440180146216617,0.39644264735731444,0.44710470586134043
