-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90
-8.127702451738306e-14,0.0034192971216857344,0.0009665134561679601,-3.496461208456319e-05,1.0617199065366415e-05,0.008102179355745955,0.00016226874891436997,0.0006119332628795468,1.8284691683363603e-06,0.002090927447113101,0.0002878897209709719,0.003514452427141198,0.0002850933671151109,0.0002849988525460472,0.0005003537128827463,0.00035381722112125117,0.02996075087391883,0.004955938732764119
0.0014144538126847886,0.00467428241214197,0.0007812720874110078,-0.0024161690236200926,-0.003186587515818667,0.0009261924649205423,-0.005414599821079013,-0.005099864756470519,-0.0018657452571377467,0.003341584570341737,-0.0011920195763402191,-0.004195557223637154,-0.012649467010629184,-0.01952897663722869,-0.026921930271750386,-0.03378542307755963,-0.008564108180214447,-0.03932519842197388
0.0027367412694155224,0.005783597530392986,0.0007126153124051749,-0.004379854861175395,-0.005974145995645897,-0.005443788339832829,-0.010233401282614152,-0.010039214245384153,-0.0036633779058238823,0.003414742968617145,-0.004181570838290605,-0.013321859905223945,-0.026739630985568762,-0.04004797732580565,-0.054352724181117786,-0.067303577663354,-0.04615762528280845,-0.08180378564938222
0.003883194861988564,0.006613725611627382,0.0008820889654346471,-0.005548248763523989,-0.007953728402180362,-0.010260653144760332,-0.013587440069078837,-0.01355960535403362,-0.005290486967396024,0.0015035348524001886,-0.009576780245847911,-0.024436983734562774,-0.04226161267120635,-0.06099937511148534,-0.08083368734897363,-0.09847390564834574,-0.08085776364908925,-0.11959969502850615
0.004786181246280543,0.007070657564132879,0.0014036118789124892,-0.0056076271096804,-0.008760703041692413,-0.012885914461351709,-0.01485206819062127,-0.01508252540570675,-0.00652485917245719,-0.0025663144573290506,-0.017272957232999243,-0.036832793887559424,-0.05799886506016131,-0.08044047659668362,-0.10368238850211157,-0.12384493291267895,-0.10889425710097643,-0.148114545123282
0.0053998377430297196,0.007112503074936304,0.0023759344176909,-0.004335185684237252,-0.008086075737909792,-0.012836776093848397,-0.013526506514876892,-0.014124013578783996,-0.006978528478018959,-0.008141723421299898,-0.02588254530014348,-0.04819043258121181,-0.07086518393618428,-0.09436182458047304,-0.1181024499454405,-0.13789270204158033,-0.12431224020596202,-0.16072245716650504
0.005703411204664294,0.006754303478113714,0.0038728620607683256,-0.0016201439997473987,-0.005701511595347685,-0.009825227756738816,-0.009274644956005192,-0.010321358974418693,-0.006078074366386484,-0.01367387855981482,-0.032669087995270886,-0.05455044738107481,-0.07589578937645697,-0.09672619134410472,-0.1172630454702271,-0.13316452969209053,-0.11912189794068372,-0.14898784213425767
0.005701908823805574,0.006064450556696915,0.005932239908569663,0.002523091167892225,-0.0014852667373336595,-0.0037856870415728773,-0.0019609609393124055,-0.003457678772351605,-0.0030727207833055378,-0.016788811576440472,-0.033713537394529244,-0.05059993690047338,-0.06662533058147736,-0.0799611565988175,-0.09286382978314367,-0.10092402543745647,-0.083987078197668,-0.10341526407641215
0.005424104911498242,0.005153404731500769,0.00854552480724002,0.007951734777268816,0.004554721170237194,0.005112458403638736,0.008323845200137481,0.00651951422134527,0.002930306535166019,-0.014489569733194749,-0.02429347356073597,-0.030241421986416717,-0.035806131393694936,-0.03584307890378967,-0.03611372342734329,-0.032213407677773365,-0.009364397494293283,-0.0146329385243958
0.004918260766087286,0.004156566580405627,0.011650255526433784,0.014402894508258011,0.012265252251794239,0.016470575938944538,0.021253428023205727,0.019490461660134274,0.012907430529809286,-0.00346387157844689,0.0005766807402003495,0.012638292816734979,0.02363812701736721,0.043359801491323284,0.06102405368270454,0.08083078828008547,0.11308261106572734,0.12517580901799163
