CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,Sigma,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.0839863  0.60925782 0.65895895 0.52133218 0.09655124 0.13627074
 0.47028703 4.        ]","[0.0839863  0.61249785 0.68882498 0.52215892 0.09690642 0.13705716
 0.46476157 4.        ]","[0.0839863  0.61292889 0.66450907 0.52215892 0.08976813 0.13785108
 0.40677138 4.        ]","[0.08439489 0.60957226 0.53005461 0.52771279 0.08929628 0.13785108
 0.40382167 4.        ]","[0.08439489 0.60941222 0.52827926 0.52647346 0.08534789 0.13890676
 0.36144834 4.        ]","[6.533094957003198e-05, 6.56755141291333e-05, 6.578160265843902e-05, 6.584683790441777e-05, 6.598270694940545e-05]",0.00011599491954367527
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.08816238 0.56975954 0.12255028 0.56771747 0.07810402 0.12598331
 0.36076129 4.        ]","[0.08752943 0.58059959 0.12255028 0.56862495 0.07532299 0.13271528
 0.28111341 4.        ]","[0.08837911 0.56965989 0.12255028 0.56647723 0.07817518 0.13069569
 0.32752656 4.        ]","[0.08418356 0.60748119 0.13036098 0.60717702 0.07658895 0.13961869
 0.28819239 4.        ]","[0.08418678 0.60708008 0.13553911 0.60618359 0.07712959 0.14047299
 0.29233195 4.        ]","[3.6455590786050264e-05, 4.847588259979086e-05, 4.9889565031368376e-05, 5.171977002732149e-05, 5.180520952673657e-05]",9.94944380526163e-05
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.0839968  0.61247012 0.50721025 0.52786635 0.21099887 0.14065338
 1.         4.        ]","[0.08424968 0.61261096 0.44416406 0.5324595  0.21235708 0.14133785
 1.         4.        ]","[0.08400069 0.61080458 0.45840238 0.53253807 0.2028871  0.13759452
 1.         4.        ]","[0.08378793 0.611699   0.43638911 0.53151697 0.20634624 0.14045062
 0.99654574 4.        ]","[0.0839968  0.61247012 0.51514472 0.52786635 0.21099887 0.14145875
 0.99263534 4.        ]","[6.554737201605967e-05, 6.616994082834815e-05, 6.617842348768129e-05, 6.647072381705036e-05, 6.677118250457698e-05]",0.00011132561749299746
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.08352042 0.61330363 0.8255528  0.51837258 0.15436754 0.13927395
 0.78545091 4.        ]","[0.08352042 0.610583   0.559321   0.52388243 0.16889569 0.13963738
 0.85788087 4.        ]","[0.08352042 0.61343463 0.5949729  0.52383226 0.16778629 0.14162001
 0.83138942 4.        ]","[0.08352042 0.61343463 0.58156557 0.52380667 0.16770491 0.14162001
 0.83536514 4.        ]","[0.08352042 0.61791911 0.559321   0.52774441 0.16889569 0.13963738
 0.84613019 4.        ]","[6.695710486597712e-05, 6.759301993619335e-05, 6.826437601441616e-05, 6.850581399430432e-05, 6.853722181892472e-05]",0.00017069778646878358
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.08427027 0.6103021  0.1488963  0.58717241 0.21117062 0.14060502
 1.         4.        ]","[0.08442339 0.60876188 0.13576898 0.6090332  0.20885425 0.13927167
 1.         4.        ]","[0.08396269 0.6096897  0.13576898 0.6090332  0.20885425 0.13927167
 1.         4.        ]","[0.08396269 0.6096897  0.16291776 0.5868151  0.20495357 0.13799342
 0.99903628 4.        ]","[0.08395717 0.6079193  0.16291776 0.58899679 0.20729735 0.13972878
 1.         4.        ]","[5.2943026636288225e-05, 5.368225074914789e-05, 5.405066737859875e-05, 5.4094238508676955e-05, 5.450176447698318e-05]",0.00010105596239890794
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.08316382 0.61551821 0.1984783  0.58342173 0.13302474 0.14072312
 0.67365663 4.        ]","[0.08326125 0.61725584 0.1984783  0.58342173 0.13302474 0.14072312
 0.67365663 4.        ]","[0.08295302 0.6174827  0.19483055 0.58342173 0.13302474 0.14364053
 0.6660688  4.        ]","[0.08368845 0.61196248 0.17704052 0.5761074  0.13088371 0.14078535
 0.6599349  4.        ]","[0.08402246 0.61228996 0.17571768 0.57670062 0.1324703  0.13829931
 0.67365663 4.        ]","[6.164796895295655e-05, 6.18499772367573e-05, 6.213588140748731e-05, 6.251601513072578e-05, 6.355834640562668e-05]",9.915728654848467e-05
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.08366507 0.61151632 0.13757444 0.60818548 0.2140608  0.14239047
 1.         4.        ]","[0.08389126 0.59716906 0.11897779 0.59656769 0.2079662  0.14169967
 1.         4.        ]","[0.08375967 0.61070767 0.13316969 0.60850505 0.22126479 0.14511694
 1.         4.        ]","[0.08375967 0.6084274  0.13316969 0.60850505 0.21908726 0.14511694
 1.         4.        ]","[0.08295807 0.61549112 0.14039312 0.61249812 0.21621746 0.1438038
 1.         4.        ]","[5.713559773130512e-05, 5.72439517545963e-05, 5.7429887350028784e-05, 5.8672974559668056e-05, 5.878592813901457e-05]",0.00011346207091402069
l2_loss,32,1000,100,1,2,0.6,0.05,"[0.08430951 0.60948533 0.14001231 0.60862141 0.1500018  0.13874971
 0.76690809 4.        ]","[0.08340494 0.60948533 0.13252271 0.60862141 0.18143616 0.13967118
 0.89786171 4.        ]","[0.08340494 0.60948533 0.14640366 0.60862141 0.16674302 0.13619646
 0.86558062 4.        ]","[0.08308111 0.6146678  0.12713995 0.61570571 0.1715051  0.14387431
 0.8350005  4.        ]","[0.08344324 0.6177987  0.13181192 0.61568222 0.149914   0.1431133
 0.73583393 4.        ]","[5.35044740802366e-05, 5.760155939295377e-05, 5.908957280218848e-05, 6.0001751932161545e-05, 6.099360278823766e-05]",0.00011957290593579918
