0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7636159416378118e-06,2.0050633514777553e-05,0.00015564743982400534,0.0007872111033679576,0.002800104498643929,0.0074861729152460406,0.016114360061228614,0.029554982129105355,0.04817052406459515,0.07188342773689889,0.10029395332351412,0.1327915254749018,0.16864666537444048,0.2070831903778793,0.2473323372249507,0.28867083820701167,0.33044536036074396
2.0114430120670933e-05,0.00022143963053812118,0.0016082153046674322,0.007391207815067473,0.023383291990430037,0.054993747653090126,0.10382512092275477,0.1673456608669929,0.24079139479251432,0.3190599813352718,0.3977694159649202,0.4736314011813823,0.544449597490615,0.6089549469873208,0.6665929048564748,0.7173186137985292,0.7614237762590141
7.334438948834789e-05,0.0007835726260171568,0.005351832359973627,0.0225585523118645,0.06439185852663608,0.135873206194119,0.2306657846382581,0.33653445642561486,0.44208668432152887,0.5396962716204607,0.6254905547614529,0.698303747035967,0.7586008145532834,0.807674915612489,0.8471312323042316,0.878589406580824,0.9035319673145668
0.00016869079583088108,0.0017526436357685046,0.011315137574910537,0.044135562711645614,0.11522535828060965,0.2221680166889024,0.34679632702684976,0.4697535408526129,0.579033658302736,0.6700979728436396,0.7430512063861071,0.8001334646765234,0.844209044843746,0.8780281325613152,0.9039398695882792,0.9238321890332446,0.939170226567503
0.00030278066700975634,0.0030656560110211553,0.0188006234488513,0.06844260161584273,0.1655121308556026,0.2964349162978209,0.4336942627604123,0.5567744656617993,0.6575723330001019,0.7361416705424194,0.7959122606491478,0.8409697894802354,0.874942525451129,0.9007064949886266,0.9204216812180169,0.9356681391964159,0.9475889362694002
0.00046624710785381777,0.00460978131077855,0.02698152704049053,0.09241398547890532,0.20941868341205408,0.35344764581293425,0.4924074304000268,0.608767582302663,0.6993011717208361,0.7675072328348164,0.8184475742798333,0.8566479007562272,0.8855942018679376,0.9078139624916062,0.9250980729114945,0.9387107433859435,0.9495506419648327
0.0006478285599770917,0.006266671369245002,0.03516551145380029,0.11417077529929644,0.24497581967733426,0.39443145810830477,0.5299393859294481,0.6384570589547147,0.7206877643516174,0.7819918748907346,0.8278516361133138,0.8625715270168003,0.8892424734291342,0.9100223217744032,0.9264166658575627,0.939489410708718,0.950006309556376
0.0008369414960140055,0.007935827760755609,0.04287592225884752,0.13286423889152366,0.27242943369213146,0.4227515809500987,0.5531937702637163,0.6550131735265035,0.7314593572225343,0.7885981399571504,0.8317420243010448,0.8647963585773092,0.8904870320445621,0.9107066552343677,0.9267878170568932,0.9396884617108255,0.9501120750057008
0.0010249198074497882,0.009542793911358441,0.049838906478849414,0.14833365378221963,0.29297397771723616,0.44184925557199395,0.5673451555982383,0.6641297081432268,0.7368385153495625,0.7915944082451215,0.8333457313124155,0.8656301201474681,0.8909110182861943,0.910918544079055,0.9268922355441025,0.939739330403372,0.9501366201490428
0.0012053705017441218,0.011038778573064881,0.05593635996393598,0.16080163262488972,0.30803001163268356,0.45453193380752815,0.5758671339275478,0.6691157449853948,0.7395135219508712,0.7929499557609478,0.8340058511457775,0.8659423151126491,0.8910553915625798,0.9109841340926083,0.9269216082431123,0.939752329241447,0.9501423161515615
0.0013740397311479287,0.012396444232823585,0.06115537137135036,0.170662592579667,0.3189083166330554,0.46287294503306453,0.5809675877894888,0.6718327578675289,0.740841022529237,0.7935625277008514,0.8342774074465761,0.866059177556627,0.8911045449353684,0.9110044358246367,0.9269298703996094,0.9397556508637817,0.950143637966915
0.0015284598141553168,0.013604641016288785,0.06554634811537272,0.17835570972899972,0.3266920735642042,0.468324610788081,0.5840091809796488,0.6733103959029216,0.7414991335159885,0.7938392075999596,0.8343890911581873,0.8661029170284924,0.8911212788097143,0.9110107195595946,0.92693219441086,0.9397564996412942,0.9501439447069678
0.0016675383535165584,0.014663474666188947,0.06919258255683144,0.18429784256082676,0.3322243683815689,0.4718736407370354,0.5858191111992127,0.6741131428176804,0.7418252277444337,0.7939641465896033,0.8344350189683744,0.8661192871991256,0.8911269756197939,0.9110126644688563,0.9269328481156979,0.9397567165300009,0.9501440158889319
0.0017911732234799898,0.015580258080522312,0.07219005119503251,0.18885385992843232,0.33613821778987685,0.474178144324839,0.5868947614374248,0.674548992495324,0.7419867669497311,0.794020558806959,0.8344539051223131,0.8661254138876945,0.8911289150058778,0.9110132664457401,0.9269330319915906,0.9397567719517049,0.9501440324073863
0.0018999290726499202,0.0163664501292208,0.07463505847950369,0.1923281286051227,0.3388981669760606,0.47567206731163963,0.5875335448165812,0.6747855615195262,0.7420667796133528,0.7940460287483712,0.8344616712381322,0.8661277068438811,0.8911295752368413,0.9110134527659525,0.9269330837126945,0.9397567861136459,0.9501440362406511
0.001994783956851674,0.017035481145810525,0.07661737343391474,0.1949668012501809,0.3408400443091632,0.47663949079890594,0.5879127222400973,0.674913943700678,0.7421064085803395,0.7940575281040984,0.8344648646956125,0.8661285649968657,0.891129800001067,0.9110135104346347,0.926933098260944,0.9397567897324551,0.9501440371301965
0.0020769412310850583,0.017601293591918525,0.0782169626467756,0.19696482377233487,0.34220419254507,0.4772655372786332,0.5881377398471233,0.6749836081687777,0.742126035562203,0.7940627198677391,0.8344661778541262,0.866128886165635,0.891129876518146,0.9110135282838882,0.9269331023531147,0.9397567906571719,0.9501440373366239
0.0021476963232147776,0.018077421711361997,0.0795029380210492,0.19847434786818513,0.3431614436945983,0.47767048950273694,0.5882712525015497,0.6750214085377897,0.7421357560425537,0.7940650638506368,0.8344667178278808,0.8661290063648855,0.8911299025670548,0.9110135338084785,0.9269331035041711,0.9397567908934645,0.9501440373845275
0.0022083468209667333,0.018476457367425016,0.08053377698049927,0.1996128953265936,0.34383265307569416,0.47793235392424155,0.5883504639521595,0.6750419186904236,0.7421405701821736,0.7940661221124293,0.8344669398662028,0.8661290513501375,0.8911299114349526,0.9110135355184158,0.9269331038279436,0.9397567909538447,0.950144037395644
0.0022601351985492442,0.01880978079191499,0.08135820459903452,0.20047055951827367,0.34430304287133534,0.4781016585268967,0.5883974565597149,0.6750530471565909,0.7421429544115047,0.7940665998962205,0.8344670311688003,0.866129068186123,0.8911299144538743,0.9110135360476648,0.9269331039190151,0.939756790969274,0.9501440373982236
0.002304215223088164,0.019087465342059875,0.08201636042615998,0.20111602864863423,0.34463257316390844,0.47821110683578627,0.5884253342577612,0.6750590852278711,0.7421441352121285,0.7940668156058511,0.8344670687126061,0.8661290744870854,0.8911299154816132,0.9110135362114747,0.926933103944632,0.9397567909732164,0.9501440373988219
0.0023416349477935303,0.019318290938223185,0.08254102889199498,0.2016014603146467,0.3448633643279415,0.4782818550948281,0.5884418719857799,0.6750623613438428,0.7421447200085772,0.7940669129943293,0.8344670841506914,0.8661290768452569,0.8911299158314893,0.9110135362621761,0.9269331039518374,0.9397567909742239,0.9501440373989612
