CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,Sigma,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost,dist_to_known_params
l2_loss,1024,1000,70,1,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.57494396e-03 6.67305154e+01 9.15943922e-01 6.10306373e+01
 2.49566778e-01 1.48716552e-02 9.69705759e+01 4.00000000e+00]","[8.57494396e-03 6.64947462e+01 9.44707864e-01 6.10337882e+01
 2.49558966e-01 1.48718094e-02 9.77795303e+01 4.00000000e+00]","[8.57494396e-03 6.62615637e+01 8.56927554e-01 6.10316665e+01
 2.49551267e-01 1.48709171e-02 9.79250969e+01 4.00000000e+00]","[8.57494396e-03 6.67313111e+01 9.15882744e-01 6.10305065e+01
 2.49565877e-01 1.48716561e-02 9.69294151e+01 4.00000000e+00]","[8.57494396e-03 6.66058571e+01 8.20320414e-01 6.11362950e+01
 2.53761654e-01 1.48725064e-02 9.89191939e+01 4.00000000e+00]","[2.42140198234494e-05, 2.50664652647921e-05, 2.5273186118786585e-05, 2.540428512677502e-05, 2.5668263723652107e-05]",2.5125244011491044e-05,50.77516018865688
l1_loss,512,1000,70,10,1,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.76127881e-02 6.48729599e+01 6.35219474e-01 6.25032014e+01
 1.00000000e+00 1.45066236e-02 3.73352429e+01 4.00000000e+00]","[8.51174272e-02 6.58119730e+01 1.00000000e+00 7.65568630e+01
 1.00000000e+00 1.45066577e-02 3.75278151e+01 4.00000000e+00]","[9.53968470e-02 6.53529557e+01 8.70778906e-01 6.29732109e+01
 1.00000000e+00 1.45063218e-02 3.23920599e+01 4.00000000e+00]","[8.75472379e-02 6.42698420e+01 6.53850798e-01 6.24982133e+01
 1.00000000e+00 1.45066234e-02 3.99514881e+01 4.00000000e+00]","[8.79138168e-02 6.58163039e+01 8.13727865e-01 7.40192388e+01
 1.00000000e+00 1.45066577e-02 3.48232047e+01 4.00000000e+00]","[0.008307871887046984, 0.009030122532593521, 0.00963207080978015, 0.009753154531573415, 0.009774497613498273]",0.0092995434748984,50.883160110635075
l2_loss,1024,1000,70,10,2,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[-7.22752654e-03  3.47496438e+01 -1.00000000e+00  3.60172373e+01
  7.01202088e-01 -3.19377526e-02  8.56300693e+01  4.00000000e+00]","[-6.52604814e-04  4.12912319e+01 -9.00962445e-01  4.02000398e+01
  9.58761141e-01  1.63834993e-02  9.03657730e+01  4.00000000e+00]","[-9.37113151e-03  3.29469458e+01 -9.82013146e-01  3.93055515e+01
  5.92387995e-01  3.21004837e-02  9.71944387e+01  4.00000000e+00]","[-9.35729819e-03  3.13939218e+01 -9.50498926e-01  3.96139328e+01
  6.78939681e-01  3.21282414e-02  9.63839533e+01  4.00000000e+00]","[-9.36482082e-03  3.22985827e+01 -8.57132609e-01  3.97707007e+01
  5.70889697e-01 -4.59595172e-04  9.81543199e+01  4.00000000e+00]","[0.3576590023185328, 0.35851119762827577, 0.35994529831831235, 0.3625584162822483, 0.36303492488453715]",0.3603417678863813,51.153223319419745
l1_loss,1024,1000,70,0,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[6.56961055e-02 6.81621641e+01 9.81265784e-01 7.33232831e+01
 8.57932395e-01 1.55061297e-02 3.92239143e+01 4.00000000e+00]","[6.79318632e-02 6.68091473e+01 7.09836927e-01 7.45806388e+01
 8.62478305e-01 1.55057766e-02 3.94814405e+01 4.00000000e+00]","[6.79266079e-02 6.78666893e+01 8.40428761e-01 7.74252071e+01
 8.54876942e-01 1.55056505e-02 3.79740717e+01 4.00000000e+00]","[6.79281597e-02 6.77012322e+01 9.99847304e-01 7.54719942e+01
 8.54859161e-01 1.55056511e-02 3.79644131e+01 4.00000000e+00]","[6.58662345e-02 6.76798198e+01 6.81224182e-01 7.73527653e+01
 8.49763744e-01 1.55060941e-02 3.92802151e+01 4.00000000e+00]","[0.010469995888512261, 0.01047865757222145, 0.010522719241195107, 0.010538097363118821, 0.010626414961449013]",0.0105271770052993,52.79750855196305
l2_loss,1024,1000,70,10,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.50941929e-03 7.44245169e+01 3.81695827e-01 7.43754332e+01
 1.21781837e-01 1.78991437e-02 4.08831484e+01 4.00000000e+00]","[7.45537377e-03 7.44117175e+01 4.49409835e-01 7.61094258e+01
 1.21777956e-01 1.81941587e-02 4.12505964e+01 4.00000000e+00]","[7.50951280e-03 7.37561205e+01 6.02846955e-01 7.30393943e+01
 1.21783308e-01 1.81943553e-02 4.14889064e+01 4.00000000e+00]","[7.45539756e-03 7.44068388e+01 2.40612263e-01 7.27401090e+01
 1.21779333e-01 1.81943296e-02 4.09173248e+01 4.00000000e+00]","[7.45537862e-03 7.40424852e+01 7.19942817e-01 7.84328901e+01
 1.21786762e-01 1.81941578e-02 4.12659361e+01 4.00000000e+00]","[8.664784251161569e-05, 8.811550558072142e-05, 8.95310065294813e-05, 8.966444849792502e-05, 8.979465385348584e-05]",8.875069139464586e-05,53.373650549420624
l2_loss,512,1000,70,1,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.41298044e-02 7.23306830e+01 7.50504452e-01 7.43851327e+01
 6.13209526e-01 1.76658987e-02 9.49429737e+01 4.00000000e+00]","[1.41278930e-02 7.22315899e+01 5.39528706e-01 6.92192976e+01
 6.13200132e-01 1.88620276e-02 9.49161054e+01 4.00000000e+00]","[1.41359381e-02 7.16514651e+01 6.57177829e-01 7.20756769e+01
 6.13363015e-01 1.88620218e-02 9.47887276e+01 4.00000000e+00]","[1.41297257e-02 7.11064923e+01 5.80281549e-01 7.23807319e+01
 6.13500424e-01 1.88620260e-02 9.49346961e+01 4.00000000e+00]","[1.41359255e-02 7.19019547e+01 6.90625648e-01 6.81593548e+01
 6.14554283e-01 1.88620257e-02 9.47871383e+01 4.00000000e+00]","[0.00032535981059114423, 0.00034534685138064313, 0.0003597743446247767, 0.0004008463984790555, 0.0004057404153621761]",0.0003674135640875,56.11839749876475
l2_loss,512,1000,70,1,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[9.17223051e-03 6.61690446e+01 3.88102479e-01 6.23493429e+01
 2.77621313e-01 1.49940187e-02 1.00000000e+02 4.00000000e+00]","[9.17208859e-03 6.58970386e+01 3.57368990e-01 6.22690736e+01
 2.72620464e-01 1.48817454e-02 1.00000000e+02 4.00000000e+00]","[9.17222955e-03 6.62786662e+01 2.58777106e-01 6.34047907e+01
 2.77631165e-01 1.49940197e-02 9.99031387e+01 4.00000000e+00]","[9.17222967e-03 6.61565861e+01 2.58982759e-01 6.33016397e+01
 2.77630912e-01 1.49940372e-02 1.00000000e+02 4.00000000e+00]","[9.17222955e-03 6.61544310e+01 2.58925855e-01 6.32945637e+01
 2.77631322e-01 1.49940197e-02 1.00000000e+02 4.00000000e+00]","[1.8913784216550842e-05, 1.9553101465617298e-05, 1.998527453645664e-05, 2.0021117092412433e-05, 2.0654519191634667e-05]",1.9825559300534378e-05,56.13148322721967
l2_loss,512,1000,70,1,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[6.43981534e-02 5.90680474e+01 6.94154587e-01 6.14163192e+01
 5.43093562e-01 9.29110480e-03 3.50607008e+01 4.00000000e+00]","[6.43824683e-02 5.99133220e+01 8.07873505e-01 6.48299643e+01
 5.36228145e-01 1.13045560e-02 2.81503901e+01 4.00000000e+00]","[6.43713924e-02 5.89389600e+01 8.98340464e-01 5.72343813e+01
 5.36454677e-01 1.04953393e-02 3.80205497e+01 4.00000000e+00]","[6.43824460e-02 6.03038305e+01 8.61331966e-01 6.48009633e+01
 5.36273453e-01 1.13041517e-02 2.81166268e+01 4.00000000e+00]","[6.43824439e-02 6.03228633e+01 9.99999932e-01 5.74677071e+01
 5.35394283e-01 1.12989769e-02 2.76526397e+01 4.00000000e+00]","[0.0005220682611020831, 0.0007206758746160553, 0.0007280496647694314, 0.0007645119819069964, 0.0007793747222639166]",0.0007029361009316,56.31778487493014
l2_loss,512,1000,70,10,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[7.89342944e-03 7.33553570e+01 7.84083695e-01 8.69996482e+01
 1.86046850e-01 1.77338862e-02 6.45862130e+01 4.00000000e+00]","[7.83541773e-03 7.24777815e+01 7.61540722e-01 8.49558668e+01
 1.83827920e-01 1.70853131e-02 6.67185214e+01 4.00000000e+00]","[7.89329017e-03 7.27194427e+01 6.54100703e-01 8.73071125e+01
 1.86038721e-01 1.77341526e-02 6.48831428e+01 4.00000000e+00]","[7.83545905e-03 7.31327401e+01 7.64140854e-01 8.62202873e+01
 1.89270709e-01 1.70856866e-02 6.70160941e+01 4.00000000e+00]","[8.03910814e-03 7.45942083e+01 6.44675558e-01 8.64144020e+01
 1.91710883e-01 1.83342800e-02 6.16946860e+01 4.00000000e+00]","[7.950531047880921e-05, 8.223781267133011e-05, 8.301367258579779e-05, 8.370041538304146e-05, 8.53338429624721e-05]",8.275821081629015e-05,56.48364724225187
l2_loss,512,1000,70,0,1,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[7.58364439e-03 7.48917984e+01 5.10360443e-01 7.09025191e+01
 3.42842123e-01 1.82441509e-02 9.69070743e+01 4.00000000e+00]","[7.58391333e-03 7.09014352e+01 8.13249708e-01 7.62852733e+01
 2.56261247e-01 1.82425579e-02 8.43967881e+01 4.00000000e+00]","[7.58457616e-03 7.50925260e+01 1.00000000e+00 8.16670910e+01
 3.99742114e-01 1.94281187e-02 1.00000000e+02 4.00000000e+00]","[7.58415748e-03 7.65798156e+01 6.58980277e-01 7.25423892e+01
 4.23479240e-01 1.94281428e-02 9.99325951e+01 4.00000000e+00]","[7.58428464e-03 7.40097263e+01 8.29084245e-01 6.94660747e+01
 2.72758976e-01 1.82407127e-02 8.31442084e+01 4.00000000e+00]","[0.0001116627182280108, 0.00013500325619548558, 0.0001426231875303557, 0.00014597097619115497, 0.00015979738372426738]",0.0001390115043738,58.49385684534504
l2_loss,1024,1000,70,10,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[ 4.31720481e-01  2.93261189e+01  4.55391376e-01  3.66388915e+01
  5.71788815e-01 -8.00775291e-03  5.92867254e+01  4.00000000e+00]","[ 4.31722104e-01  2.93263088e+01  3.94395713e-01  3.60813462e+01
  5.99328577e-01 -8.00513194e-03  6.01496313e+01  4.00000000e+00]","[ 4.31717061e-01  2.93263996e+01  3.94403310e-01  3.60740876e+01
  5.99327827e-01 -8.00039298e-03  5.76964092e+01  4.00000000e+00]","[ 4.31720479e-01  2.93261236e+01  4.56291979e-01  3.66354328e+01
  5.71773884e-01 -8.00775795e-03  5.65997259e+01  4.00000000e+00]","[ 4.31720481e-01  2.93261204e+01  4.55333195e-01  3.66400058e+01
  5.71775443e-01 -8.00775232e-03  5.65855698e+01  4.00000000e+00]","[0.0036843087883255935, 0.003944533306606115, 0.004024805146392563, 0.004166836681440616, 0.004181201277200455]",0.004000337039993,58.784878085120056
l1_loss,512,1000,70,0,2,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[7.68233841e-03 7.25968797e+01 9.32079935e-01 8.80155488e+01
 2.09475919e-01 1.73750591e-02 7.42227736e+01 4.00000000e+00]","[7.68225960e-03 7.39629929e+01 7.11014529e-01 7.29286643e+01
 1.96550041e-01 1.67448846e-02 7.07903882e+01 4.00000000e+00]","[7.68310043e-03 7.34864797e+01 7.39628972e-01 8.41309267e+01
 2.09900993e-01 1.73751920e-02 7.38191443e+01 4.00000000e+00]","[7.68258231e-03 7.45745000e+01 1.00000000e+00 8.41726568e+01
 2.08812725e-01 1.71450780e-02 7.35903461e+01 4.00000000e+00]","[7.68256196e-03 7.39544650e+01 9.27659769e-01 8.60930569e+01
 2.08795610e-01 1.71471123e-02 7.36483473e+01 4.00000000e+00]","[0.006399738987827269, 0.006516599417279545, 0.006519027243606675, 0.006584397937099812, 0.006617930033553287]",0.0065275387238733,59.17788635949727
l2_loss,1024,1000,70,1,2,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[8.06782111e-03 7.12412017e+01 9.16545178e-01 6.97331267e+01
 3.12435510e-01 1.67604549e-02 9.91191674e+01 4.00000000e+00]","[8.06383819e-03 7.09654605e+01 7.85283315e-01 6.25432046e+01
 3.05937284e-01 1.67609107e-02 9.85164545e+01 4.00000000e+00]","[8.06524697e-03 7.10711239e+01 9.98057789e-01 7.19380150e+01
 3.02550255e-01 1.67602894e-02 9.75555414e+01 4.00000000e+00]","[8.06781973e-03 7.08218539e+01 7.62524898e-01 6.74845683e+01
 3.12385674e-01 1.67607285e-02 1.00000000e+02 4.00000000e+00]","[8.42113321e-03 7.06061165e+01 6.91930735e-01 7.30704889e+01
 2.85321554e-01 1.67184105e-02 9.12304313e+01 4.00000000e+00]","[5.994638455711283e-05, 6.073104983097667e-05, 6.260326399622075e-05, 6.319566733038993e-05, 6.401242228414654e-05]",6.209775759976935e-05,59.62136420396453
l2_loss,1024,1000,70,10,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[7.48778834e-03 7.41942088e+01 8.07027144e-01 8.62909862e+01
 1.36682317e-01 1.79294606e-02 4.87309823e+01 4.00000000e+00]","[7.48749358e-03 7.32332732e+01 6.54267740e-01 8.74197877e+01
 1.32103332e-01 1.79305322e-02 4.75068526e+01 4.00000000e+00]","[7.48757789e-03 7.28671418e+01 9.21217023e-01 8.48763986e+01
 1.36682845e-01 1.79299609e-02 4.93890945e+01 4.00000000e+00]","[7.48757773e-03 7.32197873e+01 7.77426098e-01 8.46875952e+01
 1.36680013e-01 1.79299616e-02 4.94627396e+01 4.00000000e+00]","[7.48757767e-03 7.32177245e+01 9.01496392e-01 8.56609278e+01
 1.36682273e-01 1.79299602e-02 4.94418074e+01 4.00000000e+00]","[7.609141984843182e-05, 8.187661591435008e-05, 8.287067816871933e-05, 8.325546347966947e-05, 8.411260840263018e-05]",8.164135716276018e-05,59.86694255792823
l2_loss,1024,1000,70,0,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[7.61569441e-03 7.32539604e+01 9.68562027e-01 8.79290738e+01
 2.25270687e-01 1.78144461e-02 7.65449555e+01 4.00000000e+00]","[7.61569431e-03 7.35788639e+01 9.73730878e-01 8.53963572e+01
 2.27868989e-01 1.78144123e-02 7.65068463e+01 4.00000000e+00]","[7.61569443e-03 7.37776428e+01 9.73785942e-01 8.83438351e+01
 2.27872063e-01 1.78145716e-02 7.66670372e+01 4.00000000e+00]","[7.61569440e-03 7.35782092e+01 9.86999560e-01 8.76642086e+01
 2.27876385e-01 1.78144133e-02 7.68801870e+01 4.00000000e+00]","[7.61569446e-03 7.37930072e+01 9.86841218e-01 8.68156302e+01
 2.27874317e-01 1.78145709e-02 7.67819337e+01 4.00000000e+00]","[7.365176056107491e-05, 7.574867274263545e-05, 7.59563804916025e-05, 7.645309898231211e-05, 7.815209655456025e-05]",7.599240186643705e-05,60.150849590975284
l2_loss,512,1000,70,10,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[8.70367786e-03 6.98720553e+01 7.22766761e-01 6.23573979e+01
 1.10718325e-01 1.61783870e-02 3.47575388e+01 4.00000000e+00]","[8.70367786e-03 6.98720553e+01 6.11786153e-01 6.23573979e+01
 1.10718325e-01 1.61783870e-02 3.47575388e+01 4.00000000e+00]","[8.70367786e-03 6.95568384e+01 7.11131315e-01 6.24497186e+01
 1.10410007e-01 1.61783870e-02 3.52106920e+01 4.00000000e+00]","[8.70367786e-03 6.98743712e+01 7.22778045e-01 6.23571239e+01
 1.10286727e-01 1.61783870e-02 3.47577420e+01 4.00000000e+00]","[8.70367786e-03 6.95560186e+01 6.86216827e-01 6.24479009e+01
 1.10409568e-01 1.61783870e-02 3.55429681e+01 4.00000000e+00]","[2.64382983999875e-05, 2.882168393489899e-05, 2.950419482155115e-05, 2.9806926420564674e-05, 2.982246369608252e-05]",2.887871345461697e-05,60.37738433460827
l2_loss,1024,1000,70,10,1,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.42114599e-03 7.56638269e+01 9.99898782e-01 8.72170760e+01
 2.74001200e-01 1.86528289e-02 8.30177694e+01 4.00000000e+00]","[7.42114713e-03 7.56340782e+01 1.00000000e+00 8.79383038e+01
 2.74026557e-01 1.86527915e-02 8.31156296e+01 4.00000000e+00]","[7.42114599e-03 7.56634956e+01 9.99898798e-01 8.72178605e+01
 2.74001203e-01 1.86528292e-02 8.30182603e+01 4.00000000e+00]","[7.42114521e-03 7.56298191e+01 9.99937625e-01 8.87496386e+01
 2.73991487e-01 1.86530849e-02 8.29316852e+01 4.00000000e+00]","[7.42114568e-03 7.56156826e+01 1.00000000e+00 8.80700214e+01
 2.73971391e-01 1.86534437e-02 8.35843470e+01 4.00000000e+00]","[0.00010370855446110502, 0.00010468114523681351, 0.00010476581861327201, 0.00010538890545929115, 0.00010755297445385107]",0.0001052194796448,63.472873318057715
l1_loss,1024,1000,70,0,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[9.93893745e-03 6.86275022e+01 5.76158741e-01 6.23105794e+01
 1.18283776e-01 1.57756394e-02 3.33263340e+01 4.00000000e+00]","[9.93893770e-03 6.87272120e+01 6.35128601e-01 6.22426390e+01
 1.18283789e-01 1.57756015e-02 3.30137037e+01 4.00000000e+00]","[9.93893715e-03 6.80606171e+01 2.25166597e-01 6.51926970e+01
 1.18283726e-01 1.57754904e-02 3.35962078e+01 4.00000000e+00]","[9.93893715e-03 6.81594471e+01 2.25458937e-01 6.52322653e+01
 1.18284332e-01 1.57754907e-02 3.34227356e+01 4.00000000e+00]","[9.93893746e-03 6.86296551e+01 5.96333675e-01 6.23360719e+01
 1.18283776e-01 1.57753913e-02 3.37251360e+01 4.00000000e+00]","[0.004890420880134317, 0.004904501463497488, 0.004929402430324413, 0.0049582625598407586, 0.004964325810052081]",0.0049293826287698,64.66537484060206
l1_loss,1024,1000,70,0,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[2.03762139e-01 3.80129279e+01 4.93939408e-01 2.65918338e+01
 9.99999998e-01 5.87967119e-03 5.63536590e+01 4.00000000e+00]","[2.03761769e-01 3.80255644e+01 4.83759234e-01 2.65804823e+01
 9.99980581e-01 5.88030208e-03 5.02399346e+01 4.00000000e+00]","[2.03761920e-01 3.80154789e+01 4.75878484e-01 2.64650545e+01
 1.00000000e+00 5.87934844e-03 5.62932735e+01 4.00000000e+00]","[2.03761735e-01 3.80128804e+01 4.93935911e-01 2.65914672e+01
 9.97293336e-01 5.87967093e-03 5.63547428e+01 4.00000000e+00]","[2.03756950e-01 3.80149679e+01 4.75910779e-01 2.64646663e+01
 9.99999994e-01 5.87934965e-03 5.62946172e+01 4.00000000e+00]","[0.024722997127635635, 0.026445998029366657, 0.026874662638377317, 0.026960405278089756, 0.02701856701314748]",0.0264045260173233,64.99441838934825
l2_loss,512,1000,70,10,1,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[-0.62758605 59.13858664 -0.6151289  92.18472908  0.71411387  0.45702491
 72.03391809  4.        ]","[-0.67095956 59.75239494 -0.61502873 92.18909027  0.71408636  0.42645936
 75.57648614  4.        ]","[-0.66705141 59.74063546 -0.63788376 93.12042601  0.37779075  0.50668339
 68.94373556  4.        ]","[-0.62757136 59.1131342  -0.61522414 91.78993199  0.71410662  0.45695913
 72.03370924  4.        ]","[-0.67118494 57.62566746 -0.61519839 91.73233097  0.71410497  0.33327959
 72.03455851  4.        ]","[0.33636390854269493, 0.3372550279037552, 0.338466766962782, 0.3387350014020527, 0.34013238168463433]",0.3381906172991838,65.11864850821935
l2_loss,512,1000,70,10,1,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[8.93289733e-03 6.92191272e+01 1.00000000e+00 6.78662846e+01
 1.08416256e-01 1.52717649e-02 3.38160480e+01 4.00000000e+00]","[8.93289733e-03 6.92179524e+01 1.00000000e+00 6.79332195e+01
 1.08416255e-01 1.52735180e-02 3.38076537e+01 4.00000000e+00]","[8.93289733e-03 6.96924164e+01 2.92415897e-01 7.65360252e+01
 1.08416862e-01 1.66331693e-02 3.17613701e+01 4.00000000e+00]","[8.93289733e-03 6.92179557e+01 1.00000000e+00 6.79331931e+01
 1.08416255e-01 1.52733700e-02 3.38140756e+01 4.00000000e+00]","[8.93289733e-03 6.92171231e+01 9.99960210e-01 6.79327889e+01
 1.08416254e-01 1.52724634e-02 3.37958240e+01 4.00000000e+00]","[4.632370491331987e-05, 4.8041287564530994e-05, 5.170412019600321e-05, 5.2744363342214275e-05, 5.338926575002729e-05]",5.0440548353219126e-05,65.16267848998869
l2_loss,1024,1000,70,1,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[6.93499106e-03 8.30054053e+01 9.99999948e-01 6.47875081e+01
 4.84436928e-01 2.11007690e-02 9.87348615e+01 4.00000000e+00]","[6.93499106e-03 8.30186398e+01 9.99964929e-01 6.47748819e+01
 4.84436918e-01 2.11007690e-02 9.92155137e+01 4.00000000e+00]","[6.93499106e-03 8.25542225e+01 1.00000000e+00 6.48499286e+01
 4.84436992e-01 2.11007689e-02 9.92770968e+01 4.00000000e+00]","[6.93499106e-03 8.16269137e+01 9.99999767e-01 6.49009593e+01
 4.84437022e-01 2.11007689e-02 9.99959162e+01 4.00000000e+00]","[6.93499106e-03 8.25434622e+01 9.99999964e-01 6.49005846e+01
 4.84436971e-01 2.11007689e-02 9.92646611e+01 4.00000000e+00]","[0.0002226224690683746, 0.00022301099453476275, 0.00022347027889281707, 0.000223996880307019, 0.00022434141292262963]",0.0002234884071451,68.03011467750218
l2_loss,1024,1000,70,10,1,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[7.70286108e-03 7.31705520e+01 1.00000000e+00 7.80469036e+01
 3.39813686e-01 1.75473050e-02 9.99790327e+01 4.00000000e+00]","[7.70286108e-03 7.23849027e+01 1.00000000e+00 7.28721885e+01
 3.22051584e-01 1.75471319e-02 9.86215641e+01 4.00000000e+00]","[7.70286108e-03 7.24190828e+01 9.99750619e-01 7.04771335e+01
 3.22759456e-01 1.75466076e-02 9.81882317e+01 4.00000000e+00]","[7.70286108e-03 7.24211096e+01 9.99882907e-01 7.23761236e+01
 3.22072501e-01 1.75471320e-02 9.77985692e+01 4.00000000e+00]","[7.70286108e-03 7.31687739e+01 9.99994594e-01 6.50452941e+01
 3.39834037e-01 1.75468727e-02 9.99999574e+01 4.00000000e+00]","[7.355184647286564e-05, 7.409251808899344e-05, 7.469778608710716e-05, 7.508515292101922e-05, 7.56062246374031e-05]",7.460670564147771e-05,68.04411160793462
l2_loss,1024,1000,70,1,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[7.42573407e-03 7.55883525e+01 7.98210817e-01 8.85812299e+01
 3.01494652e-01 1.81552081e-02 8.97740861e+01 4.00000000e+00]","[7.42642259e-03 7.50175820e+01 7.91808928e-01 8.36221038e+01
 2.85954822e-01 1.87044514e-02 8.57588449e+01 4.00000000e+00]","[7.42642253e-03 7.49195353e+01 7.00785423e-01 8.30670627e+01
 2.85931572e-01 1.87044514e-02 8.59858081e+01 4.00000000e+00]","[7.42618186e-03 7.48534649e+01 4.95279903e-01 8.40605998e+01
 2.86287174e-01 1.87044527e-02 8.59699507e+01 4.00000000e+00]","[7.42618180e-03 7.48618635e+01 5.51921023e-01 8.40592826e+01
 2.86291465e-01 1.87044527e-02 8.63033729e+01 4.00000000e+00]","[9.908885480766752e-05, 0.00010312330756493601, 0.00010482194055494292, 0.00010543348801084031, 0.00010556849222168013]",0.000103607216632,70.19830418473106
l2_loss,1024,1000,70,0,1,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.73990819e-02 2.88936106e+01 8.24097365e-02 2.88856557e+01
 6.40782832e-02 3.22571898e-03 5.76200691e+01 4.00000000e+00]","[1.68949930e-02 2.89253760e+01 8.11795559e-02 2.89425843e+01
 6.40585657e-02 3.22539583e-03 6.00069198e+01 4.00000000e+00]","[1.74004682e-02 2.89247485e+01 8.11844146e-02 2.88826889e+01
 6.40629324e-02 3.22539537e-03 5.98359985e+01 4.00000000e+00]","[1.73985760e-02 2.89228636e+01 8.12084384e-02 2.88818902e+01
 6.40607895e-02 3.22583613e-03 5.77708919e+01 4.00000000e+00]","[1.68950009e-02 2.88645300e+01 8.11795601e-02 2.88811855e+01
 6.40585503e-02 3.22539583e-03 5.93617504e+01 4.00000000e+00]","[0.0002054853857431812, 0.0002082516948895031, 0.00021689844072951645, 0.0002248916238292571, 0.0002333390656021512]",0.0002177732421587,70.79027212742764
l1_loss,512,1000,70,10,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[2.71924778e-02 7.60630039e+01 4.41864076e-01 8.81853161e+01
 4.42020223e-01 1.77042809e-02 4.06957822e+01 4.00000000e+00]","[3.31491928e-02 7.48159799e+01 5.65847681e-01 8.85441383e+01
 6.21345949e-01 1.76989552e-02 5.10166992e+01 4.00000000e+00]","[3.24778657e-02 7.59419868e+01 3.46908264e-01 8.56879679e+01
 5.86568604e-01 1.77026231e-02 4.64569400e+01 4.00000000e+00]","[3.56544736e-02 7.34696138e+01 4.08635356e-01 8.56917674e+01
 6.41569547e-01 1.78214027e-02 4.71386885e+01 4.00000000e+00]","[2.89034901e-02 7.65990400e+01 5.07880413e-01 8.44151976e+01
 5.19495873e-01 1.77042428e-02 4.80024140e+01 4.00000000e+00]","[0.011130218451523103, 0.012635477700524343, 0.012711991860856727, 0.012747646689325294, 0.012787136592781858]",0.0124024942590022,72.04241667422525
l1_loss,1024,1000,70,1,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.66728062e-01 3.49311109e+01 5.52371242e-01 3.09255426e+01
 8.23607520e-01 3.85775887e-03 9.91578812e+01 4.00000000e+00]","[1.66727231e-01 3.58772166e+01 5.81913069e-01 3.10898531e+01
 8.14202714e-01 3.85775855e-03 9.98846220e+01 4.00000000e+00]","[1.66727638e-01 3.61213098e+01 5.81829981e-01 3.10920480e+01
 8.14172884e-01 3.85775855e-03 9.98443434e+01 4.00000000e+00]","[1.66726825e-01 3.58675197e+01 5.60875893e-01 3.11230612e+01
 8.15698203e-01 3.85775855e-03 9.91186376e+01 4.00000000e+00]","[1.60174412e-01 3.58866511e+01 5.47603352e-01 3.11252773e+01
 8.15588158e-01 3.85775855e-03 9.99754114e+01 4.00000000e+00]","[0.030764118545987207, 0.030776937333256663, 0.0308880928822733, 0.03107837979339479, 0.031146718033726505]",0.0309308493177276,74.70730728088495
