CostFunc,BatchSize,MaxIt,NPop,Beta,PC,Mu,Sigma,BestSol1,BestSol2,BestSol3,BestSol4,BestSol5,AllCost,AvgCost,dist_to_known_params
l1_loss,1024,1000,70,1,2,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.30485053e-01 6.63072750e+01 5.03379780e-01 7.54965246e+01
 1.00000000e+00 1.52144192e-02 8.11083358e+00 4.00000000e+00]","[1.22104503e-01 6.75984773e+01 9.05305943e-01 6.62563694e+01
 1.00000000e+00 1.52152012e-02 9.95395941e+00 4.00000000e+00]","[1.41139420e-01 6.79439398e+01 3.09161988e-01 7.23503824e+01
 1.00000000e+00 1.51079284e-02 6.06153993e-02 4.00000000e+00]","[1.41253371e-01 6.77069134e+01 4.35868129e-01 7.66817436e+01
 1.00000000e+00 1.52191620e-02 0.00000000e+00 4.00000000e+00]","[1.43268996e-01 6.77997551e+01 4.66561094e-01 6.31537987e+01
 1.00000000e+00 1.51082419e-02 0.00000000e+00 4.00000000e+00]","[0.009241918556895132, 0.010376243443550948, 0.01088750332557635, 0.011576472456489696, 0.011616162763063431]",0.0107396601091151,457.0397259553013
l1_loss,1024,1000,70,1,1,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[ 1.00000000e+00  4.59752848e+01  1.00000000e+00  6.01959578e+00
  6.29015852e-01 -1.04037670e-02  9.10055073e+01  4.00000000e+00]","[ 1.00000000e+00  4.31851675e+01  9.99999995e-01  6.02856699e+00
  5.98278964e-01 -1.03863045e-02  8.92030364e+01  4.00000000e+00]","[ 9.96241064e-01  4.59997290e+01  1.00000000e+00  6.01970782e+00
  6.29000611e-01 -1.04037508e-02  9.09967630e+01  4.00000000e+00]","[ 1.00000000e+00  4.42161079e+01  1.00000000e+00  6.03881310e+00
  6.28693917e-01 -1.03938425e-02  8.85970545e+01  4.00000000e+00]","[ 1.00000000e+00  4.42295594e+01  9.99999999e-01  6.03900052e+00
  6.28665276e-01 -1.03938363e-02  8.85859399e+01  4.00000000e+00]","[0.0892571696846529, 0.08951951869864065, 0.08964632636368618, 0.09003512462307249, 0.09062545627115326]",0.0898167191282411,460.01053249928015
l1_loss,1024,1000,70,1,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[9.13950656e-02 7.04858144e+01 1.00000000e+00 6.86516607e+01
 7.66464019e-01 1.66115021e-02 7.97597976e+00 4.00000000e+00]","[8.30265876e-02 7.12309861e+01 9.71843521e-01 7.57413046e+01
 7.27582605e-01 1.65941219e-02 1.00029074e+01 4.00000000e+00]","[9.21290930e-02 7.07378817e+01 6.40362874e-01 6.60521490e+01
 7.88897214e-01 1.66028530e-02 9.87925575e+00 4.00000000e+00]","[9.21337189e-02 7.05141938e+01 6.40725344e-01 6.59573455e+01
 7.88951901e-01 1.66028452e-02 1.02062420e+01 4.00000000e+00]","[9.21349149e-02 7.06698272e+01 8.86675052e-01 6.75838964e+01
 7.88961154e-01 1.66028431e-02 9.91276891e+00 4.00000000e+00]","[0.010887704716043936, 0.011100077349182584, 0.011214622913858191, 0.01134002477864742, 0.0113415776739791]",0.0111768014863422,465.5553015128168
l1_loss,512,1000,70,0,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.10432728e-01 6.95247335e+01 4.67304903e-01 6.53294372e+01
 8.93769922e-01 1.57612202e-02 7.84414312e+00 4.00000000e+00]","[6.52527092e-02 6.81832095e+01 8.46541863e-01 6.86634600e+01
 6.36110112e-01 1.59403103e-02 2.13653582e+01 4.00000000e+00]","[8.61668091e-02 6.66113347e+01 8.52090314e-01 7.16041719e+01
 6.56024812e-01 1.50684260e-02 8.49732585e+00 4.00000000e+00]","[7.65692304e-02 6.93123993e+01 8.14519380e-01 6.79370987e+01
 6.27399150e-01 1.50928964e-02 8.03954944e+00 4.00000000e+00]","[9.52020591e-02 6.79752609e+01 7.84022356e-01 7.78414887e+01
 8.06400729e-01 1.54440762e-02 1.22632558e+01 4.00000000e+00]","[0.009520010493659357, 0.0099056153550179, 0.009938468362843787, 0.010048415286970239, 0.01011747282252284]",0.0099059964642028,474.16921944080804
l1_loss,512,1000,70,1,1,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[8.11137438e-02 6.81521001e+01 7.17443928e-01 5.59166886e+01
 6.51250721e-01 1.49489456e-02 7.51220420e+00 4.00000000e+00]","[8.09596779e-02 6.46758753e+01 8.71629365e-01 5.13744823e+01
 6.57945525e-01 1.51931345e-02 1.46251934e+01 4.00000000e+00]","[8.07412319e-02 6.58838690e+01 9.73865683e-01 5.29071968e+01
 6.60848952e-01 1.49560429e-02 1.33126485e+01 4.00000000e+00]","[7.80427473e-02 6.93009687e+01 9.57915043e-01 6.98728545e+01
 7.11824250e-01 1.64833177e-02 1.43646640e+01 4.00000000e+00]","[6.40268149e-02 6.73349049e+01 8.39701806e-01 5.39041594e+01
 5.13194774e-01 1.49142484e-02 9.04501395e+00 4.00000000e+00]","[0.009480202384150666, 0.009648312465745199, 0.010061161980413241, 0.010345298641547674, 0.010371829974299031]",0.0099813610892311,497.71352845753705
l1_loss,1024,1000,70,1,2,0.2,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[3.39968124e-01 2.75956766e+01 8.59488913e-02 2.76619739e+01
 1.00000000e+00 3.31015094e-03 7.46811503e+00 4.00000000e+00]","[3.40343195e-01 2.73576246e+01 8.68392354e-02 2.74463060e+01
 1.00000000e+00 3.31415855e-03 8.44540376e+00 4.00000000e+00]","[3.40321681e-01 2.73617598e+01 8.68396787e-02 2.74427994e+01
 1.00000000e+00 3.31415053e-03 9.11167233e+00 4.00000000e+00]","[3.21823066e-01 2.74728529e+01 8.58332284e-02 2.75512806e+01
 1.00000000e+00 3.30940538e-03 2.06809473e+01 4.00000000e+00]","[3.40339402e-01 2.73604310e+01 8.68405387e-02 2.74479574e+01
 1.00000000e+00 3.31415599e-03 9.10997776e+00 4.00000000e+00]","[0.014099713205612057, 0.014101194884358903, 0.014178031107600346, 0.014195589214565367, 0.014331211178868089]",0.0141811479182009,506.8053063695496
l2_loss,1024,1000,70,10,1,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.14097652e-02 4.54288628e+01 8.65643279e-02 4.53961785e+01
 5.64735863e-02 1.01881938e-02 7.19606257e+00 4.00000000e+00]","[1.14097652e-02 4.54296295e+01 8.65640442e-02 4.53960869e+01
 5.64736950e-02 1.00550691e-02 7.73373842e+00 4.00000000e+00]","[1.14097652e-02 4.54334342e+01 8.65632889e-02 4.53967222e+01
 5.64736950e-02 1.02130713e-02 7.71874787e+00 4.00000000e+00]","[1.14097653e-02 4.54851369e+01 8.65619780e-02 4.54462907e+01
 5.64736951e-02 1.00554824e-02 7.62620238e+00 4.00000000e+00]","[1.14097652e-02 4.54338199e+01 8.65632902e-02 4.53964835e+01
 5.64736950e-02 1.00554013e-02 7.73172262e+00 4.00000000e+00]","[1.2507656218887039e-05, 1.3966491347109863e-05, 1.4950317436346275e-05, 1.5305697554989563e-05, 1.5446269792414288e-05]",1.4435286469949407e-05,522.3848249434488
l2_loss,1024,1000,70,10,1,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[4.99705405e-02 6.86649161e+00 6.65335818e-02 7.17080337e+00
 9.74941691e-02 8.67741287e-04 9.51533755e+01 4.00000000e+00]","[4.60692986e-02 7.71316038e+00 6.63707607e-02 7.91260042e+00
 9.63460720e-02 8.76790264e-04 9.62656360e+01 4.00000000e+00]","[4.55650049e-02 7.75741261e+00 6.60753583e-02 7.11219063e+00
 8.92111522e-02 8.67741064e-04 9.51457739e+01 4.00000000e+00]","[3.07771885e-02 7.07782978e+00 6.60763529e-02 7.11265295e+00
 7.64327158e-02 8.67741802e-04 8.41248152e+01 4.00000000e+00]","[4.99713372e-02 6.62568885e+00 6.60753583e-02 7.11219063e+00
 9.75022556e-02 8.67741064e-04 9.51547428e+01 4.00000000e+00]","[0.0014291983518900228, 0.001549301461068196, 0.0016798463883508084, 0.0017012232576466486, 0.0017892490799319386]",0.0016297637077775,534.0151924068057
l1_loss,512,1000,70,10,1,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[6.10921174e-02 8.04549911e+01 8.18755644e-01 8.93358935e+01
 5.88833340e-01 1.95012744e-02 6.93069592e+00 4.00000000e+00]","[6.10926134e-02 8.05050649e+01 9.30756389e-01 8.94129346e+01
 5.88833360e-01 1.95001090e-02 6.96783061e+00 4.00000000e+00]","[6.10926148e-02 8.05052978e+01 9.30727020e-01 8.94585165e+01
 5.88820451e-01 1.95001076e-02 6.98219837e+00 4.00000000e+00]","[6.11005442e-02 8.04559854e+01 1.00000000e+00 9.29506262e+01
 5.65948461e-01 1.94983802e-02 5.79571911e+00 4.00000000e+00]","[6.10902181e-02 8.28327903e+01 9.30637342e-01 8.93653266e+01
 5.88820673e-01 1.95001659e-02 6.92337286e+00 4.00000000e+00]","[0.012948098726878276, 0.013308270332548954, 0.013444954590910337, 0.013505148457225308, 0.013532168474745688]",0.0133477281164617,548.7559947134905
l1_loss,1024,1000,70,10,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[4.03262730e-01 6.66584500e+00 6.69508373e-02 6.71944596e+00
 8.26895974e-01 1.98093085e-03 5.71062877e+01 4.00000000e+00]","[4.03225477e-01 6.66295393e+00 6.69485274e-02 6.72018914e+00
 8.24141027e-01 1.98093076e-03 4.53673794e+01 4.00000000e+00]","[4.07250694e-01 6.65421806e+00 6.69488053e-02 6.73533995e+00
 8.24034429e-01 1.98093076e-03 4.80184035e+01 4.00000000e+00]","[4.03262729e-01 6.66572317e+00 6.69508377e-02 6.71943162e+00
 8.26896965e-01 1.98093085e-03 5.70679036e+01 4.00000000e+00]","[4.03264963e-01 6.66617656e+00 6.69508382e-02 6.71769442e+00
 8.26900318e-01 1.98093085e-03 5.56775948e+01 4.00000000e+00]","[0.011812380871154831, 0.012050563108523265, 0.012434381334741909, 0.012606909112220122, 0.01261790123870313]",0.0123044271330686,561.7578503349723
l1_loss,1024,1000,70,10,2,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.49880562e-01 6.03454274e+01 3.94400629e-01 5.28829787e+01
 9.96217758e-01 1.34402651e-02 6.68641144e+00 4.00000000e+00]","[1.42433250e-01 6.21728469e+01 4.80064301e-01 5.37920324e+01
 9.96811112e-01 1.34405793e-02 9.08027981e+00 4.00000000e+00]","[1.43191789e-01 6.12757924e+01 4.26440339e-01 5.28049401e+01
 9.95118204e-01 1.34394129e-02 8.12563287e+00 4.00000000e+00]","[1.43186148e-01 6.11490820e+01 5.16004590e-01 5.38343493e+01
 1.00000000e+00 1.34405791e-02 9.75459469e+00 4.00000000e+00]","[1.43201589e-01 6.07078848e+01 4.58673971e-01 5.32722373e+01
 9.94918150e-01 1.34394131e-02 8.28971621e+00 4.00000000e+00]","[0.01089626252590752, 0.011324076178609093, 0.011440266306678031, 0.01146712704837377, 0.011679479671814222]",0.0113614423462765,566.960753419239
l2_loss,512,1000,70,1,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[ 1.00000000e+00  6.09442677e+00  7.70690917e-02  6.45870480e+00
  9.78643419e-01 -5.50407122e-03  7.91491466e+01  4.00000000e+00]","[ 1.00000000e+00  2.39094690e+00  8.16168457e-02  2.81561822e+00
  8.80718339e-01 -5.63870804e-03  5.40703420e+01  4.00000000e+00]","[ 9.89850560e-01  4.67677060e+00  7.94021298e-02  4.67446617e+00
  9.99747435e-01 -5.50466187e-03  7.46433442e+01  4.00000000e+00]","[ 1.00000000e+00  5.70757856e+00  8.24125039e-02  5.81613490e+00
  1.00000000e+00 -5.50413434e-03  6.38575710e+01  4.00000000e+00]","[ 9.77658791e-01  7.03603944e+00  9.08187756e-02  5.90057463e+00
  7.94599424e-01 -5.31758114e-03  5.55094799e+01  4.00000000e+00]","[0.0011744252804905275, 0.0012379022198584007, 0.0015730406682117092, 0.00170856337389471, 0.0017750127048631657]",0.0014937888494637,613.0281251217879
l1_loss,512,1000,70,10,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.28678036e-01 6.76780483e+01 7.92538442e-01 6.56945348e+01
 9.68124833e-01 1.57118014e-02 6.05449472e+00 4.00000000e+00]","[1.28660586e-01 6.78577641e+01 7.81948874e-01 6.91307349e+01
 9.99998514e-01 1.57114246e-02 6.72969396e+00 4.00000000e+00]","[1.28633057e-01 6.78686005e+01 1.00000000e+00 6.81638179e+01
 9.95105073e-01 1.59780038e-02 6.05444207e+00 4.00000000e+00]","[1.28678034e-01 6.76765331e+01 7.92493617e-01 6.56886881e+01
 1.00000000e+00 1.57116238e-02 7.01966014e+00 4.00000000e+00]","[1.28678034e-01 6.76765340e+01 7.92493366e-01 6.56866363e+01
 1.00000000e+00 1.57116238e-02 7.01949228e+00 4.00000000e+00]","[0.007927638454838747, 0.008139172687382292, 0.008165055875328078, 0.008218241609926949, 0.008218565416492274]",0.0081337348087936,633.2091083248843
l2_loss,512,1000,70,1,1,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[ 5.68851711e-01  5.54621109e+00  8.42429325e-02  5.53474277e+00
  6.93114216e-01 -8.21174859e-03  1.81780206e+01  4.00000000e+00]","[ 5.71856605e-01  5.18544613e+00  8.42475234e-02  5.04073660e+00
  6.66725211e-01 -6.92185256e-03  1.73275157e+01  4.00000000e+00]","[ 5.47424221e-01  5.30220985e+00  8.42614257e-02  5.03137738e+00
  6.55876903e-01 -7.93197292e-03  1.91341658e+01  4.00000000e+00]","[ 5.71846964e-01  5.28345797e+00  8.42467615e-02  5.02246923e+00
  6.86445617e-01 -5.29014940e-03  1.90591620e+01  4.00000000e+00]","[ 5.71866620e-01  5.28347257e+00  8.42467690e-02  5.02254406e+00
  6.86455816e-01 -5.29090680e-03  1.90582984e+01  4.00000000e+00]","[0.0009836581414574424, 0.0009860293457373073, 0.0009958842398703044, 0.001007203071351208, 0.001025889860851702]",0.0009997329318535,714.9681055760055
l1_loss,1024,1000,70,0,2,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[ 0.95134165 16.51821765  0.99999814 39.91246573  0.95265567  0.13912935
  5.34256172  4.        ]","[ 0.95133997 16.51822083  0.99991663 39.91253446  0.95265588  0.13912935
  5.34256302  4.        ]","[ 0.9530392  16.5181707   0.91237503 39.90677958  0.95267239  0.13912872
  5.34280686  4.        ]","[ 0.95151698 16.51804562  0.96761208 39.90615103  0.95264895  0.13913451
  5.34241154  4.        ]","[ 0.96498619 16.51805028  1.         39.91319823  0.9526454   0.13912975
  5.2683064   4.        ]","[0.0903761850381699, 0.09128324539592451, 0.09130774104871439, 0.09138973514995075, 0.0914615263967981]",0.0911636866059115,742.8363904452052
l1_loss,512,1000,70,1,2,0.2,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[5.91650685e-03 9.55860276e+01 1.00000000e+00 4.83340897e+01
 6.69384906e-02 2.16664326e-02 5.14606882e+00 4.00000000e+00]","[5.91650759e-03 9.56627310e+01 1.00000000e+00 4.83341675e+01
 6.69387029e-02 2.16664326e-02 5.20851120e+00 4.00000000e+00]","[5.91650748e-03 9.56689769e+01 1.00000000e+00 4.83341704e+01
 6.69385106e-02 2.16664326e-02 5.13211923e+00 4.00000000e+00]","[5.91649639e-03 9.56599898e+01 9.99999967e-01 4.83340762e+01
 6.69385935e-02 2.16664326e-02 5.12164245e+00 4.00000000e+00]","[5.91650192e-03 9.56494852e+01 1.00000000e+00 4.83341587e+01
 6.69385611e-02 2.16664326e-02 5.12795560e+00 4.00000000e+00]","[0.011060822716407018, 0.011203935686212592, 0.01124233554831287, 0.011263757755708887, 0.01128953269941214]",0.0112120768812107,759.3896148081134
l2_loss,1024,1000,70,1,1,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.41270608e-01 5.86469362e+01 9.10010547e-01 6.52155886e+01
 9.32257319e-01 9.24390318e-03 4.86441985e+00 4.00000000e+00]","[1.40816580e-01 5.96299364e+01 9.07651715e-01 6.18612286e+01
 8.24455391e-01 1.56358667e-02 2.35377029e+00 4.00000000e+00]","[1.02841319e-01 6.93162909e+01 6.48090176e-01 6.56661104e+01
 9.64148312e-01 1.58474013e-02 7.51212858e+00 4.00000000e+00]","[1.91578477e-01 5.44292293e+01 4.17824544e-01 5.07431288e+01
 1.00000000e+00 1.46913422e-02 7.83615314e-01 4.00000000e+00]","[1.73321048e-01 5.42260508e+01 1.00822751e-01 5.56502994e+01
 1.00000000e+00 1.07089500e-02 7.61728385e-01 4.00000000e+00]","[0.0025856263830868953, 0.0026392301168264077, 0.0028093866303692803, 0.002820202747209319, 0.0028879693280268633]",0.0027484830411037,803.7108682225221
l2_loss,1024,1000,70,1,1,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.50833360e-01 2.32567982e+01 8.36299106e-02 2.34607887e+01
 3.93635679e-01 1.83941980e-04 4.78312825e+00 4.00000000e+00]","[1.57547278e-01 2.32612650e+01 8.36216248e-02 2.34563745e+01
 3.93794953e-01 1.88255030e-04 1.40557019e+01 4.00000000e+00]","[1.51728975e-01 2.28722896e+01 9.87474943e-02 2.33554702e+01
 3.71876166e-01 1.89604357e-04 1.12204380e+01 4.00000000e+00]","[1.51723851e-01 2.32442509e+01 8.36177997e-02 2.34665373e+01
 3.83846180e-01 1.90365305e-04 9.96940909e+00 4.00000000e+00]","[ 1.57938441e-01  2.29790747e+01  9.85692466e-02  2.25530591e+01
  3.60545206e-01 -3.16688796e-03  1.85349119e+01  4.00000000e+00]","[0.0024099721137993396, 0.0024655592976000284, 0.0025165205449200643, 0.00252130403675081, 0.002566652509988867]",0.0024960017006118,825.0725121534585
l2_loss,512,1000,70,0,2,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[8.36873132e-03 6.82480812e+01 8.83518614e-01 6.19280887e+01
 6.29303740e-02 1.55572779e-02 4.74552250e+00 4.00000000e+00]","[8.36883179e-03 6.78605606e+01 8.79452568e-01 6.10788923e+01
 6.29293249e-02 1.57953992e-02 4.71490890e+00 4.00000000e+00]","[8.36883394e-03 6.89657626e+01 8.84513281e-01 6.15730071e+01
 6.37577753e-02 1.57959639e-02 4.33935263e+00 4.00000000e+00]","[8.48391661e-03 6.76204147e+01 9.55654225e-01 6.46975622e+01
 5.91640691e-02 1.55338107e-02 0.00000000e+00 4.00000000e+00]","[8.31600920e-03 6.79196871e+01 9.72853675e-01 6.24886379e+01
 5.91378406e-02 1.55345544e-02 1.48474687e+00 4.00000000e+00]","[2.819055624718522e-05, 3.2204368245797176e-05, 3.3991040317236644e-05, 3.497341323409282e-05, 3.532685249487002e-05]",3.293724610783638e-05,825.5425212358773
l2_loss,512,1000,70,10,2,0.8,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[-3.39491933e-01  7.01757235e+01 -2.79703496e-02  7.43242925e+01
  4.48817788e-01  5.27206354e-02  4.56898258e+00  4.00000000e+00]","[-3.33345986e-01  7.14497202e+01 -2.79703496e-02  7.46270027e+01
  4.48990575e-01  5.27207685e-02  5.11410077e+00  4.00000000e+00]","[-3.24651835e-01  7.05012794e+01 -3.00808296e-02  7.38777506e+01
  4.89032889e-01  5.72357672e-02  8.58612741e+00  4.00000000e+00]","[-2.89104317e-01  6.90883333e+01 -2.55702034e-02  7.39428022e+01
  5.93489747e-01  5.12086087e-02  9.32345140e+00  4.00000000e+00]","[-3.70425774e-01  6.87308422e+01 -2.79701614e-02  7.33107229e+01
  4.74401170e-01  5.27197554e-02  4.43548995e+00  4.00000000e+00]","[0.0013052546063958472, 0.0013510748188384784, 0.0014084977771882203, 0.0014277293399163522, 0.0015621923354427571]",0.0014109497755563,860.3287714363424
l1_loss,512,1000,70,1,2,0.2,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[1.29304139e-01 2.18983846e+01 8.13814606e-02 2.19638861e+01
 3.19706911e-01 1.78050943e-03 4.58268831e+00 4.00000000e+00]","[1.29305552e-01 2.18984034e+01 8.13814339e-02 2.19651562e+01
 3.19713419e-01 1.78054244e-03 2.32137190e-01 4.00000000e+00]","[1.29310399e-01 2.18938661e+01 8.13826515e-02 2.19272525e+01
 3.19705959e-01 1.78050975e-03 5.10935512e+00 4.00000000e+00]","[1.29305739e-01 2.18701199e+01 8.13890031e-02 2.19602747e+01
 3.19713652e-01 1.78177450e-03 4.52540807e+00 4.00000000e+00]","[1.29309125e-01 2.19002294e+01 8.13916863e-02 2.19610127e+01
 3.19699099e-01 1.77986011e-03 4.52051935e+00 4.00000000e+00]","[0.010522101309865922, 0.010651805589375752, 0.01080191889543986, 0.010806522658594933, 0.010948504561971505]",0.0107461706030495,864.9381060389082
l2_loss,512,1000,70,10,2,0.4,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[1.25319211e-02 4.33043782e+01 7.92154997e-02 4.31545554e+01
 5.87549823e-02 1.04155095e-02 4.31589470e+00 4.00000000e+00]","[1.25319211e-02 4.33043782e+01 7.92154997e-02 4.31545357e+01
 5.87549823e-02 1.04155095e-02 4.31141746e+00 4.00000000e+00]","[1.25319211e-02 4.33043737e+01 7.92154994e-02 4.30841231e+01
 5.87549824e-02 1.04155080e-02 3.64636953e+00 4.00000000e+00]","[1.25319211e-02 4.33043782e+01 7.92154997e-02 4.31545554e+01
 5.87549823e-02 1.04155095e-02 4.31589470e+00 4.00000000e+00]","[1.25319211e-02 4.33043782e+01 7.92154997e-02 4.31545554e+01
 5.87549823e-02 1.04155095e-02 4.72421524e+00 4.00000000e+00]","[1.595642113026273e-05, 1.787699907776511e-05, 2.0145596080584802e-05, 2.091218155567425e-05, 2.130245638477068e-05]",1.9238730845811517e-05,914.1849284155143
l2_loss,1024,1000,70,0,1,0.8,[0.3 6.  0.3 6.  0.3 0.3 6.  0.3],"[6.14212164e-02 6.56945042e+01 7.03465641e-01 5.51016453e+01
 4.72167256e-01 1.36589560e-02 4.20793553e+00 4.00000000e+00]","[1.90463210e-02 7.67281660e+01 1.00000000e+00 6.36826572e+01
 1.87766559e-01 1.69488419e-02 1.21261557e+01 4.00000000e+00]","[1.90318809e-02 7.04859986e+01 4.66820474e-01 6.31592285e+01
 1.99056346e-01 1.46356008e-02 1.32965899e+01 4.00000000e+00]","[1.91284430e-02 7.92276905e+01 7.04983710e-01 6.50394228e+01
 1.98825983e-01 1.69539600e-02 1.17857007e+01 4.00000000e+00]","[1.43769058e-01 6.25559880e+01 1.00000000e+00 5.58885256e+01
 1.00000000e+00 1.21336493e-02 1.01660993e+01 4.00000000e+00]","[0.0017396278690959208, 0.0022498405282983277, 0.002309273868515625, 0.0023909132869366716, 0.002583465446023258]",0.0022546241997739,939.1527542818851
l1_loss,512,1000,70,0,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[9.70882201e-02 6.89379825e+01 1.00000000e+00 6.45713159e+01
 7.49921687e-01 1.55610970e-02 4.19248968e+00 4.00000000e+00]","[1.21762302e-01 7.10729986e+01 1.00000000e+00 6.79228120e+01
 9.36835952e-01 1.62905831e-02 4.15667307e-03 4.00000000e+00]","[7.40989003e-02 6.77863687e+01 1.00000000e+00 6.29670180e+01
 5.50606503e-01 1.56700198e-02 4.65577461e+00 4.00000000e+00]","[6.88458065e-02 6.85387152e+01 9.70567155e-01 6.31563375e+01
 4.87883310e-01 1.54248757e-02 1.39359670e+00 4.00000000e+00]","[1.46593467e-01 6.74655936e+01 1.00000000e+00 6.93267365e+01
 1.00000000e+00 1.57130708e-02 1.81640892e-01 4.00000000e+00]","[0.00910099677445428, 0.009168985969488043, 0.009316829448920212, 0.009490827922858092, 0.009802754784576208]",0.0093760789800593,943.0340072710491
l2_loss,1024,1000,70,0,2,0.8,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.91827029e-02 6.74003738e+01 9.84425220e-01 7.61650872e+01
 1.41961669e-01 1.43878905e-02 4.14814163e+00 4.00000000e+00]","[1.15897895e-01 7.44599863e+01 9.71828879e-01 7.93315879e+01
 1.00000000e+00 1.70598156e-02 3.71477268e+00 4.00000000e+00]","[1.06175717e-01 7.15529486e+01 9.19337237e-01 8.47942787e+01
 8.00489395e-01 1.85419527e-02 6.08857057e+00 4.00000000e+00]","[9.69068462e-02 7.91272916e+01 6.51501090e-01 8.87117411e+01
 1.00000000e+00 1.65610834e-02 5.38192124e+00 4.00000000e+00]","[1.18299215e-01 7.27661369e+01 8.11209521e-01 8.81952859e+01
 9.50192527e-01 1.70632981e-02 0.00000000e+00 4.00000000e+00]","[0.001951590013400751, 0.0020555108815953666, 0.0020925874921849524, 0.0020939396744440565, 0.0023063173515729496]",0.0020999890826396,954.1394956663809
l1_loss,512,1000,70,0,2,0.4,[0.2 4.  0.2 4.  0.2 0.2 4.  0.2],"[1.49395309e-01 5.73444315e+01 4.92872592e-01 5.17742517e+01
 8.96088265e-01 1.19228111e-02 3.87805867e+00 4.00000000e+00]","[1.55406813e-01 5.72038292e+01 7.76664124e-01 5.16498446e+01
 8.82154252e-01 1.19742766e-02 0.00000000e+00 4.00000000e+00]","[1.58495102e-01 5.74910671e+01 8.18524768e-01 5.10922536e+01
 9.27321711e-01 1.19734405e-02 1.13945071e+00 4.00000000e+00]","[1.55416125e-01 5.72120644e+01 9.65772873e-01 5.10896808e+01
 8.82085023e-01 1.19740911e-02 0.00000000e+00 4.00000000e+00]","[1.60583113e-01 5.73226394e+01 8.89761306e-01 5.10921155e+01
 9.20381216e-01 1.19734529e-02 1.07437680e+00 4.00000000e+00]","[0.008240510979185774, 0.008242675865487202, 0.008439604116839467, 0.009189545599621258, 0.009556630668710743]",0.0087337934459688,1024.4901368818703
l1_loss,512,1000,70,10,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[ 0.56206717 17.21275914  0.69698473 57.78913737  0.27266743  0.15731427
  3.89780933  4.        ]","[ 0.56201191 17.25933644  0.7525884  50.18966283  0.26974676  0.1573145
  3.90126012  4.        ]","[ 0.56052007 17.21200399  0.65990267 57.06452277  0.27233904  0.15731327
  3.89817105  4.        ]","[ 0.65562709 17.24155164  0.57676073 62.32457153  0.3169659   0.15705592
  3.85514403  4.        ]","[ 0.56201323 17.2597323   0.77084715 50.2145941   0.26974656  0.1573145
  3.90124782  4.        ]","[0.08724264119290341, 0.08855815793747075, 0.08873548976581423, 0.08910677606234595, 0.08936222777539574]",0.088601058546786,1026.5544023375332
l2_loss,1024,1000,70,1,2,0.4,[0.1 2.  0.1 2.  0.1 0.1 2.  0.1],"[-7.76696247e-02  7.17904737e+01 -1.90420197e-02  7.20881295e+01
  2.39322159e-01  4.77585387e-02  3.73118967e+00  4.00000000e+00]","[-1.27350381e-01  6.97281770e+01 -2.21479968e-02  7.08536298e+01
  3.63179879e-01  4.98226816e-02  6.85375921e+00  4.00000000e+00]","[-7.28704847e-02  7.10821364e+01 -1.90394357e-02  7.20979114e+01
  2.29206995e-01  4.77560668e-02  2.55177260e+00  4.00000000e+00]","[-7.76609935e-02  7.14348096e+01 -1.90405583e-02  7.20999913e+01
  2.39234885e-01  4.77572854e-02  2.81662795e+00  4.00000000e+00]","[-8.17968935e-02  7.02953646e+01 -1.90392518e-02  7.22336000e+01
  2.84233032e-01  4.71944542e-02  6.18075861e+00  4.00000000e+00]","[0.0017109136182950468, 0.0017202088911673834, 0.001726711003361978, 0.0017286936858073995, 0.0017455852286568246]",0.0017264224854577,1067.8065508935788
